,city,neighborhood,condition,type,rooms,area_m2,lift,views,floor,prices
777,Barcelona,La Nova Esquerra de l'Eixample,good condition,Flat,4,124,Yes,exterior, floor 4,520000
778,Barcelona,Porta,good condition,Flat,3,69,Yes,exterior, floor 3,176000
779,Barcelona,La Tr,good condition,Flat,3,65,No,exterior, floor 3,119000
780,Barcelona,Sants,good condition,Flat,3,76,Yes,exterior, floor 2,280000
781,Barcelona, Hostafrancs,good condition,Flat,4,88,Yes,interior, floor 5,295000
782,Barcelona, Sant Gervasi - Galvany,good condition,Flat,4,149,Yes,exterior, floor 1,640000
783,Barcelona, Vallcarca i els Penitents,good condition,Penthouse,1,80,Yes,exterior, floor 4,429000
784,Barcelona,El Poble Sec - Parc de Montjuïc,good condition,Flat,2,69,No,exterior, floor 4,228000
785,Barcelona,El Fort Pienc,good condition,Flat,3,87,Yes,exterior, floor 1,395000
786,Barcelona, El Coll,good condition,Penthouse,2,110,Yes,exterior, floor 4,470000
787,Barcelona,Sant Antoni,good condition,Flat,2,88,Yes,exterior,ground floor,269000
788,Barcelona,El Poble Sec - Parc de Montjuïc,good condition,Flat,2,70,Yes,exterior,mezzanine,275000
789,Barcelona,El Putxet i el Farró,good condition,Flat,3,148,Yes,exterior, floor 2,635000
790,Barcelona,El Poble Sec - Parc de Montjuïc,good condition,Flat,3,117,Yes,exterior, floor 4,410000
791,Barcelona,Sant Martí de Provençals,good condition,Flat,3,74,No,exterior, floor 2,185000
792,Barcelona,El Fort Pienc,good condition,Flat,2,72,Yes,exterior, floor 3,285000
793,Barcelona,La Dreta de l'Eixample,good condition,Flat,3,290,Yes,exterior,mezzanine,2450000
794,Barcelona,La Sagrada Família,good condition,Flat,5,123,Yes,exterior, floor 1,369000
795,Barcelona,Sants - Badal,good condition,Flat,3,83,Yes,exterior, floor 4,250000
796,Barcelona,El Gu,good condition,Flat,3,65,No,interior, floor 2,169800
797,Barcelona,Porta,good condition,Flat,2,71,No,exterior, floor 1,245000
798,Barcelona, El Raval,good condition,Flat,2,76,No,interior, floor 2,200000
799,Barcelona,El Poblenou,good condition,Flat,2,82,Yes,exterior, floor 3,398000
800,Barcelona,Sants - Badal,good condition,Flat,1,33,Yes,exterior,ground floor,129000
801,Barcelona,Vila de Gràcia,good condition,Flat,3,60,No,exterior, floor 1,310000
802,Barcelona, Pedralbes,good condition,House,5,600,No,exterior,Multiple,3990000
803,Barcelona, El Raval,good condition,Flat,3,86,Yes,exterior, floor 1,349000
804,Barcelona, Sant Gervasi - La Bonanova,good condition,Flat,3,160,Yes,exterior,ground floor,845000
805,Barcelona, L'Antiga Esquerra de l'Eixample,good condition,Flat,3,122,Yes,exterior,mezzanine,570000
806,Barcelona,Sant Pere - Santa Cater,good condition,Flat,3,86,No,exterior, floor 1,270000
807,Barcelona,La Prosperitat,good condition,Flat,3,62,No,exterior, floor 1,139000
808,Barcelona,Canyelles,good condition,Flat,3,96,Yes,exterior, floor 12,215000
809,Barcelona,Sants - Badal,good condition,Flat,3,120,Yes,exterior, floor 6,463000
810,Barcelona,Sants,good condition,Flat,3,150,No,exterior,ground floor,239000
811,Barcelona,La Barceloneta,good condition,Flat,3,56,No,exterior, floor 3,283000
812,Barcelona,El Poble Sec - Parc de Montjuïc,good condition,Flat,4,81,Yes,exterior, floor 4,405000
813,Barcelona,La Nova Esquerra de l'Eixample,good condition,Flat,4,113,Yes,exterior, floor 5,425000
814,Barcelona,El Raval,good condition,Flat,3,83,Yes,exterior, floor 3,320000
815,Barcelona,El Camp d'En Grassot i Gràcia Nova,good condition,Flat,4,116,Yes,exterior, floor 3,349000
816,Barcelona,Vilapic,good condition,Flat,3,83,Yes,exterior, floor 3,418200
817,Barcelona,La Mar,good condition,Flat,3,101,No,exterior, floor 3,260000
818,Barcelona,La Sagrada Família,good condition,Flat,4,123,Yes,exterior, floor 7,439000
819,Barcelona,Les Corts,good condition,Flat,2,185,Yes,exterior, floor 5,1600000
820,Barcelona,El Congrés i els Indians,good condition,Flat,3,73,Yes,exterior, floor 3,206000
821,Barcelona,La Nova Esquerra de l'Eixample,good condition,Flat,4,98,Yes,exterior, floor 1,360000
822,Barcelona,El Raval,good condition,Flat,3,80,No,exterior, floor 2,250000
823,Barcelona,Sant Pere - Santa Cater,good condition,Flat,2,63,No,exterior,mezzanine,240000
824,Barcelona,La Dreta de l'Eixample,good condition,Flat,3,114,Yes,exterior,mezzanine,1650000
825,Barcelona,La Dreta de l'Eixample,good condition,Flat,3,217,Yes,exterior, floor 3,2290000
826,Barcelona,La Nova Esquerra de l'Eixample,good condition,Flat,2,72,Yes,exterior, floor 1,360000
827,Barcelona,Les Corts,good condition,Flat,4,95,Yes,exterior, floor 7,560000
828,Barcelona,Les Corts,good condition,Flat,4,91,Yes,exterior, floor 2,525000
829,Barcelona,La Dreta de l'Eixample,good condition,Flat,4,225,Yes,exterior, floor 2,1975000
830,Barcelona,La Salut,good condition,Flat,4,122,Yes,exterior, floor 5,595000
831,Barcelona,L'Antiga Esquerra de l'Eixample,good condition,Penthouse,3,90,Yes,exterior, floor 5,1430000
832,Barcelona,Sant Gervasi - Galvany,good condition,Flat,6,274,Yes,exterior, floor 2,1190000
833,Barcelona,Sant Gervasi - La Bonanova,good condition,Flat,6,492,Yes,exterior, floor 1,4000000
834,Barcelona,La Dreta de l'Eixample,good condition,Penthouse,1,126,Yes,exterior, floor 6,850000
835,Barcelona,El Parc i la Llacuna del Poblenou,good condition,Flat,2,62,Yes,exterior, floor 1,390000
836,Barcelona,La Dreta de l'Eixample,good condition,Flat,6,237,Yes,exterior,mezzanine,1800000
837,Barcelona,La Dreta de l'Eixample,good condition,Flat,3,200,Yes,exterior, floor 5,1950000
838,Barcelona,L'Antiga Esquerra de l'Eixample,good condition,Flat,3,134,Yes,exterior, floor 3,890000
839,Barcelona,La Dreta de l'Eixample,good condition,Flat,7,259,Yes,exterior, floor 6,2450000
840,Barcelona,La Dreta de l'Eixample,good condition,Flat,4,475,Yes,exterior, floor 3,5000000
841,Barcelona,La Bordeta,good condition,Flat,4,115,Yes,exterior, floor 5,540000
842,Barcelona,El Putxet i el Farró,good condition,Flat,6,257,Yes,exterior, floor 6,1250000
843,Barcelona,Sant Pere - Santa Cater,good condition,Flat,4,269,Yes,exterior,mezzanine,1290000
844,Barcelona,La Dreta de l'Eixample,good condition,Flat,3,120,Yes,exterior, floor 2,660000
845,Barcelona,La Sagrada Família,good condition,Flat,3,94,Yes,exterior, floor 2,439000
846,Barcelona,Sant Antoni,good condition,Flat,3,120,Yes,exterior,mezzanine,650000
847,Barcelona, calle de la Mar,good condition,Penthouse,5,164,Yes,exterior, floor 7,690000
848,Barcelona,La Dreta de l'Eixample,good condition,Flat,2,74,Yes,exterior,mezzanine,363400
849,Barcelona,Sant Pere - Santa Cater,good condition,Flat,2,129,Yes,exterior,mezzanine,840000
850,Barcelona,Sant Pere - Santa Cater,good condition,Flat,2,93,Yes,exterior, floor 1,720000
851,Barcelona,Sant Pere - Santa Cater,good condition,Flat,3,134,Yes,exterior, floor 1,880000
852,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,good condition,Duplex,2,91,No,exterior,ground floor,360000
853,Barcelona,La Verneda i la Pau,good condition,Flat,3,92,Yes,exterior, floor 4,210000
854,Barcelona,La Dreta de l'Eixample,good condition,Flat,5,197,Yes,exterior, floor 3,2500000
855,Barcelona,Sant Pere - Santa Cater,good condition,Flat,1,72,No,exterior, floor 1,275000
856,Barcelona, calle de L,good condition,Flat,4,164,Yes,exterior, floor 3,930000
857,Barcelona,El Clot,good condition,Flat,3,125,Yes,exterior, floor 3,498000
858,Barcelona,El Clot,good condition,Flat,3,81,Yes,exterior, floor 2,217000
859,Barcelona,El Gu,good condition,Flat,4,105,Yes,exterior,ground floor,320000
860,Barcelona,La Verneda i la Pau,good condition,Flat,1,70,Yes,exterior, floor 1,180000
861,Barcelona,El Poble Sec - Parc de Montjuïc,good condition,Flat,2,48,No,exterior, floor 1,250000
862,Barcelona,El Poble Sec - Parc de Montjuïc,good condition,Flat,2,48,No,exterior, floor 4,250000
863,Barcelona,Les Corts,good condition,Penthouse,2,68,Yes,exterior, floor 8,340000
864,Barcelona,Sant Gervasi - La Bonanova,good condition,Flat,3,81,Yes,exterior, floor 2,550000
865,Barcelona,La Dreta de l'Eixample,good condition,Flat,2,165,Yes,interior, floor 5,1290000
866,Barcelona,L'Antiga Esquerra de l'Eixample,good condition,Flat,4,95,Yes,exterior, floor 2,390000
867,Barcelona,La Teixonera,good condition,Flat,3,61,No,exterior, floor 2,125000
868,Barcelona,La Font de la Guatlla,good condition,Flat,1,53,Yes,interior,mezzanine,115000
869,Barcelona,La Dreta de l'Eixample,good condition,Penthouse,3,102,Yes,exterior, floor 9,675000
870,Barcelona,El Besòs,good condition,Flat,3,97,Yes,exterior, floor 7,359000
871,Barcelona,La Nova Esquerra de l'Eixample,good condition,Flat,3,152,Yes,exterior, floor 1,675000
872,Barcelona,Pedralbes,good condition,Penthouse,4,338,Yes,exterior, floor 2,2250000
873,Barcelona,La Nova Esquerra de l'Eixample,good condition,Flat,4,170,Yes,exterior, floor 8,795000
874,Barcelona,El Fort Pienc,good condition,Flat,2,106,Yes,exterior,mezzanine,400000
875,Barcelona,El Fort Pienc,good condition,Flat,3,100,Yes,exterior, floor 2,369000
876,Barcelona,La Dreta de l'Eixample,good condition,Flat,3,172,Yes,exterior,mezzanine,1295000
877,Barcelona,La Dreta de l'Eixample,good condition,Flat,3,136,Yes,exterior, floor 3,1150000
878,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,good condition,Penthouse,3,188,Yes,exterior, floor 21,2500000
879,Barcelona,El Raval,good condition,Flat,4,200,Yes,exterior, floor 4,1250000
880,Barcelona,La Nova Esquerra de l'Eixample,good condition,Flat,3,91,Yes,exterior, floor 9,538000
881,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,good condition,Flat,3,145,Yes,exterior, floor 10,1300000
882,Barcelona,La Dreta de l'Eixample,good condition,Flat,3,169,Yes,exterior,mezzanine,995000
883,Barcelona,L'Antiga Esquerra de l'Eixample,good condition,Flat,2,91,Yes,exterior, floor 3,630000
884,Barcelona,El Gòtic,good condition,Flat,3,198,Yes,exterior, floor 4,1600000
885,Barcelona,La Nova Esquerra de l'Eixample,good condition,Flat,1,82,Yes,exterior, floor 1,260000
886,Barcelona,Vila de Gràcia,good condition,Flat,4,191,Yes,exterior, floor 5,2300000
887,Barcelona,Vila de Gràcia,good condition,Flat,4,109,Yes,exterior, floor 1,529000
888,Barcelona,Provençals del Poblenou,good condition,Flat,2,72,Yes,exterior, floor 4,395000
889,Barcelona,La Dreta de l'Eixample,good condition,Flat,4,145,Yes,exterior, floor 6,760000
890,Barcelona,La Dreta de l'Eixample,good condition,Flat,2,74,Yes,exterior, floor 1,495000
891,Barcelona,El Gòtic,good condition,Flat,2,134,Yes,exterior,ground floor,449000
892,Barcelona,La Nova Esquerra de l'Eixample,good condition,Flat,3,189,Yes,exterior, floor 5,930000
893,Barcelona,Sant Gervasi - Galvany,good condition,Flat,3,139,Yes,exterior, floor 2,1150000
894,Barcelona,La Nova Esquerra de l'Eixample,good condition,Flat,2,57,No,exterior, floor 2,345000
895,Barcelona,L'Antiga Esquerra de l'Eixample,good condition,Flat,3,106,Yes,exterior, floor 1,699000
896,Barcelona,La Sagrada Família,good condition,Flat,5,198,Yes,exterior, floor 6,790000
897,Barcelona,Sant Gervasi - Galvany,good condition,Flat,3,120,Yes,exterior, floor 5,649999
898,Barcelona,La Dreta de l'Eixample,good condition,Flat,5,197,Yes,exterior,mezzanine,990000
899,Barcelona,La Sagrada Família,good condition,Flat,3,70,Yes,exterior, floor 4,289000
900,Barcelona,La Sagrada Família,good condition,Flat,3,83,Yes,exterior, floor 2,330000
901,Barcelona,El Putxet i el Farró,good condition,Flat,3,92,Yes,exterior, floor 3,399000
902,Barcelona,El Gu,good condition,Flat,2,75,Yes,exterior,ground floor,215000
903,Barcelona,Provençals del Poblenou,good condition,Flat,2,100,Yes,exterior, floor 3,499900
904,Barcelona,La Nova Esquerra de l'Eixample,good condition,Flat,4,120,Yes,exterior, floor 4,545000
905,Barcelona,El Besòs,good condition,Flat,5,201,Yes,exterior, floor 14,860000
906,Barcelona,El Bon Pastor,good condition,Flat,3,78,No,exterior, floor 2,178000
907,Barcelona,Horta,good condition,Flat,3,53,Yes,exterior, floor 1,185000
908,Barcelona,El Gu,good condition,Flat,2,71,Yes,exterior, floor 3,260000
909,Barcelona,El Fort Pienc,good condition,Flat,3,100,Yes,exterior, floor 3,469000
910,Barcelona,La Sagrera,good condition,Flat,3,70,Yes,exterior, floor 2,256000
911,Barcelona,Sants,good condition,House,4,420,No,exterior,Multiple,1450000
912,Barcelona,El Bon Pastor,good condition,Flat,2,62,No,exterior, floor 2,129000
913,Barcelona,Sant Pere - Santa Cater,good condition,Flat,3,72,Yes,exterior, floor 1,335000
914,Barcelona,La Bordeta,good condition,Flat,4,103,Yes,exterior, floor 5,422000
915,Barcelona,Sants,good condition,Flat,3,107,Yes,exterior,mezzanine,399000
916,Barcelona,Sant Pere - Santa Cater,good condition,Flat,1,63,No,exterior, floor 1,285000
917,Barcelona,El Fort Pienc,good condition,Flat,4,103,Yes,exterior,mezzanine,369000
918,Barcelona,Navas,good condition,Penthouse,3,67,Yes,exterior, floor 6,240000
919,Barcelona,El Poblenou,good condition,Flat,3,92,Yes,exterior, floor 2,359000
920,Barcelona,El Besòs,good condition,Flat,5,206,Yes,exterior, floor 14,874800
921,Barcelona,Sant Gervasi - Galvany,good condition,Flat,4,214,Yes,exterior, floor 3,1750000
922,Barcelona,La Nova Esquerra de l'Eixample,good condition,Flat,1,58,Yes,interior, floor 2,145000
923,Barcelona,Les Corts,good condition,Flat,4,96,Yes,exterior, floor 4,385000
924,Barcelona,El Baix Gu,good condition,Flat,2,69,Yes,exterior, floor 2,270000
925,Barcelona,El Clot,good condition,Flat,3,94,Yes,exterior, floor 1,295000
926,Barcelona, La Verneda i la Pau,good condition,Flat,4,92,Yes,exterior,mezzanine,210000
927,Barcelona, L'Antiga Esquerra de l'Eixample,good condition,Flat,3,105,Yes,interior, floor 7,499000
928,Barcelona,Vila de Gràcia,good condition,Flat,3,76,Yes,exterior, floor 5,295000
929,Barcelona,El Putxet i el Farró,good condition,Flat,4,140,Yes,exterior, floor 7,670000
930,Barcelona,La Sagrada Família,good condition,Flat,4,93,Yes,exterior, floor 6,345000
931,Barcelona,La Nova Esquerra de l'Eixample,good condition,Flat,3,70,Yes,exterior, floor 1,280000
932,Barcelona,Horta,good condition,Flat,3,65,Yes,exterior,mezzanine,199000
933,Barcelona, El Gòtic,good condition,Flat,3,78,No,exterior, floor 4,266000
934,Barcelona, Diagonal Mar i el Front Marítim del Poblenou,good condition,Flat,2,80,Yes,exterior, floor 11,560000
935,Barcelona, El Baix Gu,good condition,Flat,3,88,Yes,exterior, floor 1,230000
936,Barcelona,L'Antiga Esquerra de l'Eixample,good condition,Flat,3,128,Yes,exterior, floor 6,850000
937,Barcelona,El Gu,good condition,Flat,2,85,No,exterior, floor 1,210000
938,Barcelona,La Maternitat i Sant Ramon,good condition,Flat,4,86,Yes,exterior, floor 8,420000
939,Barcelona,La Sagrada Família,good condition,Flat,3,115,Yes,exterior, floor 1,995000
940,Barcelona,Hostafrancs,good condition,Flat,3,75,Yes,interior, floor 2,215000
941,Barcelona,Porta,good condition,Flat,3,68,Yes,exterior, floor 6,200000
942,Barcelona,Les Corts,good condition,Flat,4,95,Yes,exterior, floor 7,570000
943,Barcelona,La Dreta de l'Eixample,good condition,Flat,3,118,Yes,exterior, floor 4,610000
944,Barcelona,Les Corts,good condition,Flat,4,131,Yes,exterior, floor 2,449000
945,Barcelona,La Nova Esquerra de l'Eixample,good condition,Flat,3,140,Yes,exterior, floor 7,675000
946,Barcelona,Navas,good condition,Flat,2,74,No,exterior,mezzanine,200000
947,Barcelona,Les Corts,good condition,Flat,4,100,Yes,exterior, floor 7,560000
948,Barcelona,Vila de Gràcia,good condition,Flat,3,107,Yes,exterior, floor 2,500000
949,Barcelona,Sant Gervasi - Galvany,good condition,Flat,2,101,Yes,exterior, floor 8,800000
950,Barcelona,Sant Andreu,good condition,Flat,3,75,Yes,exterior, floor 5,199000
951,Barcelona,Sant Andreu,good condition,Flat,4,119,Yes,exterior, floor 1,279900
952,Barcelona,Vila de Gràcia,good condition,Terraced,4,200,No,exterior,Multiple,770000
953,Barcelona, Sant Antoni,good condition,Flat,4,97,Yes,exterior, floor 1,375000
954,Barcelona,Sant Pere - Santa Cater,good condition,Flat,3,145,No,exterior, floor 3,450000
955,Barcelona,Sant Antoni,good condition,Flat,2,86,Yes,exterior, floor 1,420000
956,Barcelona,La Barceloneta,good condition,Flat,3,89,Yes,exterior, floor 2,450000
957,Barcelona,Sant Gervasi - Galvany,good condition,Flat,3,120,Yes,interior, floor 1,660000
958,Barcelona,El Raval,good condition,Flat,1,29,No,exterior, floor 1,119000
959,Barcelona,El Raval,good condition,Flat,3,67,Yes,exterior, floor 5,230000
960,Barcelona,Sarrià,good condition,Flat,3,85,Yes,exterior, floor 1,445000
961,Barcelona,La Font d'En Fargues,good condition,Flat,2,58,Yes,exterior, floor 1,284000
962,Barcelona,El Poble Sec - Parc de Montjuïc,good condition,Flat,3,69,Yes,exterior,ground floor,310000
963,Barcelona,El Congrés i els Indians,good condition,Flat,3,69,No,exterior, floor 1,259000
964,Barcelona,La Font de la Guatlla,good condition,Flat,3,62,Yes,exterior, floor 5,215000
965,Barcelona,Provençals del Poblenou,good condition,Flat,3,56,No,exterior, floor 2,199000
966,Barcelona,La Nova Esquerra de l'Eixample,good condition,Flat,1,53,Yes,exterior, floor 5,260000
967,Barcelona,El Camp d'En Grassot i Gràcia Nova,good condition,Semi-detached,3,220,No,exterior,Multiple,950000
968,Barcelona,El Poble Sec - Parc de Montjuïc,good condition,Flat,4,112,Yes,exterior, floor 1,379000
969,Barcelona,El Raval,good condition,Flat,4,143,No,exterior, floor 2,410000
970,Barcelona,Les Corts,good condition,Flat,2,95,Yes,exterior, floor 1,530500
971,Barcelona,Les Corts,good condition,Flat,2,100,Yes,exterior, floor 4,630000
972,Barcelona,Les Corts,good condition,Flat,2,102,Yes,exterior, floor 1,550000
973,Barcelona,Vila de Gràcia,good condition,Flat,2,88,Yes,exterior, floor 2,646000
974,Barcelona,El Raval,good condition,Flat,3,153,No,exterior, floor 1,570000
975,Barcelona, Pedralbes,good condition,Flat,4,215,Yes,exterior, floor 7,1050000
976,Barcelona, Vila de Gràcia,good condition,Flat,2,88,No,exterior, floor 2,440000
977,Barcelona, El Putxet i el Farró,good condition,House,3,220,No,exterior,Multiple,890000
978,Barcelona, El Fort Pienc,good condition,Flat,1,46,Yes,exterior, floor 3,297000
979,Barcelona, Sant Gervasi - La Bonanova,good condition,Flat,3,234,Yes,exterior,ground floor,1100000
980,Barcelona, El Poble Sec - Parc de Montjuïc,good condition,Flat,2,50,Yes,exterior,mezzanine,290000
981,Barcelona, Sant Gervasi - La Bonanova,good condition,Flat,4,149,Yes,exterior, floor 6,960000
982,Barcelona, El Gòtic,good condition,Flat,3,86,No,exterior, floor 2,359000
983,Barcelona, El Raval,good condition,Flat,2,81,No,exterior, floor 2,440000
984,Barcelona, Sant Gervasi - Galvany,good condition,Flat,4,280,Yes,exterior,ground floor,2750000
985,Barcelona, El Gòtic,good condition,Flat,2,219,Yes,exterior, floor 1,1280000
986,Barcelona, El Putxet i el Farró,good condition,House,4,323,No,exterior,Multiple,1890000
987,Barcelona, El Poblenou,good condition,House,3,136,No,exterior,Multiple,890000
988,Barcelona, El Gòtic,good condition,Flat,2,103,Yes,exterior, floor 1,680000
989,Barcelona,Vila de Gràcia,good condition,Flat,4,120,No,interior, floor 1,499000
990,Barcelona,La Nova Esquerra de l'Eixample,good condition,Flat,2,91,Yes,exterior, floor 1,375000
991,Barcelona, El Poblenou,good condition,Flat,1,56,Yes,exterior, floor 2,432000
992,Barcelona, Provençals del Poblenou,good condition,Flat,2,58,Yes,exterior, floor 2,435000
993,Barcelona, Vallvidrera - El Tibidabo i les Planes,good condition,House,6,546,No,exterior,Multiple,1750000
994,Barcelona, Sant Pere - Santa Cater,good condition,Flat,2,318,Yes,exterior, floor 4,2500000
995,Barcelona, Les Tres Torres,good condition,House,3,265,No,exterior,Multiple,2750000
996,Barcelona, Vallvidrera - El Tibidabo i les Planes,good condition,House,6,380,No,exterior,Multiple,1850000
997,Barcelona, Sarrià,good condition,House,5,376,No,exterior,Multiple,1150000
998,Barcelona, Pedralbes,good condition,House,8,750,No,exterior,Multiple,5800000
999,Barcelona, Sant Gervasi - Galvany,good condition,Flat,4,191,Yes,exterior, floor 1,1175000
1000,Barcelona, Sant Gervasi - Galvany,good condition,Flat,6,300,Yes,exterior, floor 5,1550000
1001,Barcelona, La Font de la Guatlla,good condition,Flat,3,106,Yes,exterior, floor 2,417000
1002,Barcelona, Diagonal Mar i el Front Marítim del Poblenou,good condition,Flat,3,147,Yes,exterior, floor 14,960000
1003,Barcelona, El Raval,good condition,Flat,2,137,No,exterior,ground floor,370000
1004,Barcelona, Sant Gervasi - La Bonanova,good condition,Flat,4,256,Yes,exterior,ground floor,1295000
1005,Barcelona, Pedralbes,good condition,Penthouse,5,598,Yes,exterior, floor 4,2490000
1006,Barcelona, Vila de Gràcia,good condition,Flat,1,95,Yes,exterior,ground floor,575000
1007,Barcelona, Sants,good condition,Flat,2,87,No,exterior,mezzanine,460000
1008,Barcelona, El Poble Sec - Parc de Montjuïc,good condition,Penthouse,2,100,Yes,exterior, floor 2,649000
1009,Barcelona, Sant Gervasi - La Bonanova,good condition,House,5,585,No,exterior,Multiple,2350000
1010,Barcelona, La Nova Esquerra de l'Eixample,good condition,Flat,3,72,Yes,exterior, floor 6,390000
1011,Barcelona, Les Tres Torres,good condition,Penthouse,4,555,Yes,exterior, floor 5,2150000
1012,Barcelona,El Poble Sec - Parc de Montjuïc,good condition,Flat,2,50,No,exterior,mezzanine,189000
1013,Barcelona,El Poble Sec - Parc de Montjuïc,good condition,Flat,2,62,Yes,exterior,mezzanine,235000
1014,Barcelona,Vilapic,good condition,Flat,2,56,Yes,exterior, floor 1,295800
1015,Barcelona, Horta,good condition,Terraced,4,197,No,exterior,Multiple,480000
1016,Barcelona,Vilapic,good condition,Flat,3,75,Yes,exterior, floor 6,276000
1017,Barcelona, El Camp d'En Grassot i Gràcia Nova,good condition,Detached,5,582,No,exterior,Multiple,1690000
1018,Barcelona,El Congrés i els Indians,good condition,Flat,2,80,Yes,exterior, floor 1,340000
1019,Barcelona,Sant Pere - Santa Cater,good condition,Flat,3,95,No,exterior, floor 1,345000
1020,Barcelona,L'Antiga Esquerra de l'Eixample,good condition,Flat,3,90,Yes,interior, floor 5,350000
1021,Barcelona,El Poble Sec - Parc de Montjuïc,good condition,Flat,3,95,Yes,exterior, floor 1,299000
1022,Barcelona,La Sagrada Família,good condition,Flat,2,80,Yes,exterior,mezzanine,255000
1023,Barcelona,Les Corts,good condition,Flat,3,131,Yes,exterior, floor 3,564900
1024,Barcelona,Sants,good condition,Flat,2,87,Yes,exterior, floor 1,315000
1025,Barcelona,La Nova Esquerra de l'Eixample,good condition,Penthouse,4,82,Yes,exterior, floor 7,310000
1026,Barcelona,Vila de Gràcia,good condition,Flat,4,95,Yes,exterior, floor 2,359900
1027,Barcelona,El Raval,good condition,Flat,3,63,Yes,exterior, floor 6,235000
1028,Barcelona,Navas,good condition,Flat,4,93,Yes,exterior, floor 2,329000
1029,Barcelona,La Dreta de l'Eixample,good condition,Flat,4,117,Yes,exterior, floor 1,280000
1030,Barcelona,El Poble Sec - Parc de Montjuïc,good condition,Flat,4,100,Yes,exterior, floor 5,300000
1031,Barcelona,La Font de la Guatlla,good condition,Flat,4,93,Yes,exterior, floor 6,335000
1032,Barcelona,Sant Antoni,good condition,Flat,3,61,Yes,exterior, floor 4,299000
1033,Barcelona,La Teixonera,good condition,Flat,3,90,No,exterior, floor 2,230000
1034,Barcelona,Horta,good condition,Flat,3,91,Yes,exterior, floor 1,415000
1035,Barcelona,Sants - Badal,good condition,Flat,1,41,No,exterior,ground floor,215000
1036,Barcelona,Sant Gervasi - Galvany,good condition,Flat,3,71,Yes,exterior, floor 3,359000
1037,Barcelona,Sants,good condition,Flat,1,47,No,exterior,mezzanine,280000
1038,Barcelona,L'Antiga Esquerra de l'Eixample,good condition,Flat,2,91,Yes,exterior, floor 1,690000
1039,Barcelona,Vila de Gràcia,good condition,Flat,4,130,Yes,exterior, floor 3,575000
1040,Barcelona,El Clot,good condition,Flat,3,82,Yes,exterior, floor 3,239900
1041,Barcelona,El Gòtic,good condition,Flat,2,55,No,exterior, floor 3,225000
1042,Barcelona,Sant Antoni,good condition,Flat,2,81,Yes,exterior, floor 1,420000
1043,Barcelona,La Dreta de l'Eixample,good condition,Flat,2,69,Yes,exterior, floor 2,379000
1044,Barcelona,El Camp de l'Arpa del Clot,good condition,Penthouse,3,130,Yes,exterior, floor 8,435000
1045,Barcelona,L'Antiga Esquerra de l'Eixample,good condition,Flat,5,131,Yes,exterior, floor 6,550000
1046,Barcelona,Les Corts,good condition,Penthouse,4,139,Yes,exterior, floor 4,840000
1047,Barcelona,La Sagrada Família,good condition,Flat,3,73,Yes,exterior, floor 5,300000
1048,Barcelona,La Mar,good condition,Flat,3,90,Yes,exterior, floor 6,199000
1049,Barcelona,Horta,good condition,Flat,4,69,Yes,exterior, floor 3,198000
1050,Barcelona,Sant Andreu,good condition,Flat,2,70,Yes,exterior, floor 3,285000
1051,Barcelona,Sant Gervasi - La Bonanova,good condition,Flat,3,250,Yes,exterior,ground floor,1100000
1052,Barcelona,El Parc i la Llacuna del Poblenou,good condition,Flat,3,131,Yes,exterior, floor 2,260000
1053,Barcelona, calle de la M,good condition,Duplex,3,96,Yes,exterior, floor 3,265000
1054,Barcelona,Vila de Gràcia,good condition,Flat,3,107,Yes,exterior, floor 2,495000
1055,Barcelona, ronda de la Gu,good condition,Flat,3,81,Yes,exterior, floor 4,215500
1056,Barcelona,El Gu,good condition,Flat,3,46,No,exterior, floor 2,195000
1057,Barcelona,Sant Gervasi - Galvany,good condition,Flat,4,176,Yes,exterior, floor 4,740000
1058,Barcelona, avenida de la República Argent,good condition,Flat,5,128,Yes,exterior, floor 2,480000
1059,Barcelona,El Clot,good condition,Duplex,3,135,Yes,exterior,ground floor,575000
1060,Barcelona, avenida de la República Argent,good condition,Flat,4,90,Yes,interior, floor 1,180000
1061,Barcelona,La Nova Esquerra de l'Eixample,good condition,Flat,3,72,Yes,interior, floor 6,369000
1062,Barcelona,Vila de Gràcia,good condition,Flat,3,70,No,exterior, floor 2,400000
1063,Barcelona,El Gòtic,good condition,Duplex,4,221,Yes,exterior, floor 6,1690000
1064,Barcelona,El Camp de l'Arpa del Clot,good condition,Terraced,3,72,No,exterior,Multiple,295000
1065,Barcelona,El Poble Sec - Parc de Montjuïc,good condition,Flat,4,114,Yes,exterior, floor 5,410000
1066,Barcelona,Sant Gervasi - Galvany,good condition,Flat,5,251,Yes,exterior, floor 2,1630000
1067,Barcelona,La Sagrada Família,good condition,Duplex,3,121,Yes,exterior,ground floor,595000
1068,Barcelona,El Raval,good condition,Flat,2,55,No,exterior, floor 3,160000
1069,Barcelona,El Gòtic,good condition,Flat,4,133,Yes,exterior, floor 5,495000
1070,Barcelona, avenida de la República Argent,good condition,Flat,3,117,Yes,exterior, floor 1,710000
1071,Barcelona, calle dels Nou P,good condition,Flat,4,122,Yes,exterior,ground floor,159000
1072,Barcelona,El Poblenou,good condition,Flat,2,75,Yes,exterior, floor 1,398000
