,city,neighborhood,condition,type,rooms,area_m2,lift,views,floor,prices
1479,Barcelona,L'Antiga Esquerra de l'Eixample,new,Flat,1,55,Yes,exterior, floor 3,367200
1480,Barcelona,L'Antiga Esquerra de l'Eixample,new,Flat,1,55,Yes,exterior, floor 1,345600
1481,Barcelona,L'Antiga Esquerra de l'Eixample,new,Flat,1,55,Yes,exterior, floor 2,356400
1482,Barcelona,Sant Antoni,new,Flat,3,89,Yes,exterior, floor 3,540000
1483,Barcelona,Sant Antoni,new,Flat,3,89,Yes,exterior, floor 2,530000
1484,Barcelona,Sant Antoni,new,Flat,2,72,Yes,exterior, floor 1,580000
1485,Barcelona,L'Antiga Esquerra de l'Eixample,new,Flat,3,111,Yes,exterior,ground floor,1095000
1486,Barcelona,L'Antiga Esquerra de l'Eixample,new,Penthouse,3,105,Yes,exterior, floor 5,1475000
1487,Barcelona,Sant Andreu,new,Flat,4,102,Yes,exterior,ground floor,430000
1488,Barcelona,El Poblenou,new,Flat,1,67,Yes,exterior, floor 2,359000
1489,Barcelona,Sant Gervasi - Galvany,new,Flat,2,69,Yes,exterior, floor 4,608000
1490,Barcelona,Sant Gervasi - Galvany,new,Flat,2,70,Yes,exterior, floor 1,599000
1491,Barcelona,Sant Gervasi - Galvany,new,Flat,2,69,Yes,exterior, floor 1,583000
1492,Barcelona,Horta,new,Flat,3,91,Yes,exterior, floor 2,425000
1493,Barcelona,Horta,new,Flat,3,91,Yes,exterior, floor 1,415000
1494,Barcelona,El Poblenou,new,Flat,2,86,Yes,exterior, floor 2,469000
1495,Barcelona,La Font d'En Fargues,new,Flat,3,114,Yes,exterior, floor 1,430000
1496,Barcelona,La Font d'En Fargues,new,Flat,3,116,Yes,exterior, floor 1,415000
1497,Barcelona,La Mar,new,Flat,2,68,Yes,exterior, floor 4,242400
1498,Barcelona,La Mar,new,Flat,1,50,Yes,exterior, floor 5,180610
1499,Barcelona,La Mar,new,Flat,3,84,Yes,exterior, floor 2,291700
1500,Barcelona,Sants - Badal,new,Flat,2,72,Yes,exterior, floor 1,335000
1501,Barcelona,Navas,new,Flat,2,56,Yes,exterior, floor 2,258000
1502,Barcelona,Navas,new,Flat,2,56,Yes,exterior, floor 2,262000
1503,Barcelona,El Coll,new,Duplex,4,99,Yes,exterior,ground floor,395000
1504,Barcelona,El Coll,new,Duplex,3,86,Yes,exterior,ground floor,355000
1505,Barcelona,El Coll,new,Penthouse,1,50,Yes,exterior, floor 2,250000
1506,Barcelona,Vilapic,new,Flat,2,55,Yes,exterior, floor 1,234000
1507,Barcelona,Vilapic,new,Flat,2,62,Yes,exterior, floor 1,253000
1508,Barcelona,Vilapic,new,Flat,1,47,Yes,exterior, floor 1,199000
1509,Barcelona,El Poblenou,new,Penthouse,3,96,Yes,exterior, floor 5,610000
1510,Barcelona,La Font d'En Fargues,new,Flat,3,83,Yes,exterior, floor 1,455000
1511,Barcelona,La Font d'En Fargues,new,Flat,3,81,Yes,exterior, floor 1,430000
1512,Barcelona, Hostafrancs,new,Flat,2,87,Yes,exterior,ground floor,420000
1513,Barcelona, Hostafrancs,new,Flat,2,69,Yes,exterior, floor 2,335000
1514,Barcelona, Hostafrancs,new,Flat,2,82,Yes,exterior, floor 1,400000
1515,Barcelona,El Camp d'En Grassot i Gràcia Nova,new,Flat,2,74,Yes,exterior, floor 2,420000
1516,Barcelona,El Camp d'En Grassot i Gràcia Nova,new,Flat,3,68,Yes,exterior, floor 3,410000
1517,Barcelona,El Camp d'En Grassot i Gràcia Nova,new,Flat,2,75,Yes,exterior, floor 1,415000
1518,Barcelona,Sant Andreu,new,Flat,3,85,Yes,exterior,ground floor,355000
1519,Barcelona,Sant Andreu,new,Flat,3,102,Yes,exterior,ground floor,430000
1520,Barcelona,Porta,new,Duplex,4,101,Yes,exterior,ground floor,350000
1521,Barcelona,Porta,new,Duplex,4,107,Yes,exterior, floor 2,450000
1522,Barcelona,Porta,new,Flat,2,52,Yes,exterior, floor 2,270000
1523,Barcelona,La Font d'En Fargues,new,Flat,2,64,Yes,exterior,ground floor,375000
1524,Barcelona,L'Antiga Esquerra de l'Eixample,new,Penthouse,4,204,Yes,exterior, floor 5,2975000
1525,Barcelona,L'Antiga Esquerra de l'Eixample,new,Penthouse,4,144,Yes,exterior, floor 5,1980000
1526,Barcelona,El Baix Gu,new,Flat,2,100,Yes,exterior, floor 4,570000
1527,Barcelona,El Baix Gu,new,Flat,4,121,Yes,exterior, floor 3,625000
1528,Barcelona,El Baix Gu,new,Flat,4,121,Yes,exterior, floor 4,660000
1529,Barcelona,El Baix Gu,new,Duplex,3,113,Yes,exterior, floor 3,600000
1530,Barcelona,Vilapic,new,Flat,2,68,Yes,exterior, floor 3,382500
1531,Barcelona,Vilapic,new,Flat,3,81,Yes,exterior, floor 4,433500
1532,Barcelona,El Baix Gu,new,Flat,2,100,Yes,exterior, floor 1,475000
1533,Barcelona,El Baix Gu,new,Flat,2,100,Yes,exterior, floor 3,515000
1534,Barcelona,El Baix Gu,new,Duplex,3,113,Yes,exterior, floor 1,515000
1535,Barcelona,El Baix Gu,new,Flat,4,121,Yes,exterior, floor 1,595000
1536,Barcelona,Sant Gervasi - Galvany,new,Duplex,2,132,Yes,exterior,ground floor,865000
1537,Barcelona,Les Corts,new,Flat,2,100,Yes,exterior, floor 2,695000
1538,Barcelona,El Congrés i els Indians,new,Flat,2,73,Yes,exterior, floor 2,328000
1539,Barcelona,El Congrés i els Indians,new,Flat,2,65,Yes,exterior, floor 1,324000
1540,Barcelona,El Congrés i els Indians,new,Flat,1,63,Yes,exterior,ground floor,369000
1541,Barcelona,El Clot,new,Flat,2,84,Yes,exterior, floor 6,425000
1542,Barcelona,El Clot,new,Flat,3,104,Yes,exterior,mezzanine,376000
1543,Barcelona,El Clot,new,Flat,3,99,Yes,exterior, floor 4,480000
1544,Barcelona,El Clot,new,Duplex,3,190,Yes,exterior,ground floor,597000
1545,Barcelona,Les Corts,new,Flat,2,89,Yes,exterior, floor 5,692000
1546,Barcelona,Les Corts,new,Flat,2,134,Yes,exterior, floor 1,670000
1547,Barcelona,Vilapic,new,Flat,2,66,Yes,exterior, floor 2,336600
1548,Barcelona,Vilapic,new,Flat,2,56,Yes,exterior, floor 2,331500
1549,Barcelona,La Sagrada Família,new,Duplex,1,134,Yes,exterior,ground floor,495000
1550,Barcelona,La Sagrada Família,new,Penthouse,3,138,Yes,exterior, floor 5,795000
1551,Barcelona,La Sagrada Família,new,Penthouse,3,189,Yes,exterior, floor 5,1090000
1552,Barcelona,El Putxet i el Farró,new,Flat,2,158,Yes,exterior,ground floor,900000
1553,Barcelona,El Putxet i el Farró,new,Flat,2,160,Yes,exterior,ground floor,910000
1554,Barcelona,La Sagrada Família,new,Penthouse,1,128,Yes,exterior, floor 7,780000
1555,Barcelona,La Sagrada Família,new,Penthouse,2,160,Yes,exterior, floor 7,970000
1556,Barcelona,La Dreta de l'Eixample,new,Flat,2,195,Yes,exterior,ground floor,2158000
1557,Barcelona,La Dreta de l'Eixample,new,Penthouse,2,145,Yes,exterior, floor 4,2188000
1558,Barcelona,La Dreta de l'Eixample,new,Flat,3,158,Yes,exterior, floor 1,1368000
1559,Barcelona,Sant Gervasi - Galvany,new,Flat,3,134,Yes,exterior, floor 2,1395000
1560,Barcelona,Sant Gervasi - Galvany,new,Flat,3,138,Yes,exterior, floor 1,1370000
1561,Barcelona,Sant Gervasi - Galvany,new,Duplex,2,115,Yes,exterior,ground floor,1130000
1562,Barcelona,La Sagrera,new,Flat,3,105,Yes,exterior, floor 1,462000
1563,Barcelona,La Sagrera,new,Flat,3,104,Yes,exterior, floor 1,457000
1564,Barcelona,La Sagrera,new,Flat,3,104,Yes,exterior,ground floor,523000
1565,Barcelona,La Sagrera,new,Flat,2,56,Yes,exterior,ground floor,242000
1566,Barcelona,Hostafrancs,new,Flat,3,109,Yes,exterior,ground floor,467000
1567,Barcelona,El Besòs,new,Flat,4,151,Yes,exterior, floor 2,833900
1568,Barcelona, plaza Gu,new,Flat,3,114,Yes,exterior, floor 1,515000
1569,Barcelona, plaza Gu,new,Flat,3,114,Yes,exterior, floor 2,520000
1570,Barcelona, plaza Gu,new,Flat,3,114,Yes,exterior, floor 3,560000
1571,Barcelona, plaza Gu,new,Flat,3,115,Yes,exterior, floor 4,570000
1572,Barcelona, plaza Gu,new,Flat,3,114,Yes,exterior, floor 4,570000
1573,Barcelona, plaza Gu,new,Flat,3,115,Yes,exterior, floor 2,495000
1574,Barcelona, plaza Gu,new,Flat,3,115,Yes,exterior, floor 3,560000
1575,Barcelona, plaza Gu,new,Duplex,3,129,Yes,exterior,ground floor,695000
1576,Barcelona,El Raval,new,Duplex,2,128,Yes,exterior, floor 5,595000
1577,Barcelona,Vilapic,new,Flat,2,70,Yes,exterior, floor 4,377400
1578,Barcelona,La Font d'En Fargues,new,Flat,3,113,Yes,exterior,ground floor,474000
1579,Barcelona,La Font d'En Fargues,new,Flat,3,121,Yes,exterior, floor 1,445000
1580,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,new,Flat,4,100,Yes,exterior, floor 6,533000
1581,Barcelona,El Raval,new,Flat,2,80,Yes,exterior, floor 1,475000
1582,Barcelona,El Gu,new,Duplex,3,110,Yes,exterior,ground floor,395000
1583,Barcelona,El Raval,new,Flat,2,71,Yes,exterior, floor 4,485000
1584,Barcelona,El Raval,new,Flat,2,71,Yes,exterior, floor 3,475000
1585,Barcelona,El Raval,new,Flat,2,150,Yes,exterior,ground floor,565000
1586,Barcelona,El Raval,new,Flat,2,84,Yes,exterior, floor 1,465000
1587,Barcelona,Horta,new,Flat,3,88,Yes,exterior,ground floor,432500
1588,Barcelona,Horta,new,Flat,3,97,Yes,exterior,ground floor,530000
1589,Barcelona,Horta,new,Flat,3,92,Yes,exterior, floor 1,526500
1590,Barcelona,Horta,new,Flat,3,88,Yes,exterior, floor 1,502500
1591,Barcelona,El Poblenou,new,Flat,4,95,Yes,exterior, floor 3,499000
1592,Barcelona,El Poblenou,new,Flat,2,66,Yes,exterior, floor 2,340000
1593,Barcelona,El Poblenou,new,Flat,2,67,Yes,exterior, floor 1,315000
1594,Barcelona,El Congrés i els Indians,new,Flat,1,51,Yes,exterior, floor 5,279000
1595,Barcelona,El Raval,new,Flat,2,95,Yes,exterior, floor 2,592000
1596,Barcelona,El Raval,new,Flat,2,95,Yes,exterior, floor 2,591000
1597,Barcelona,El Raval,new,Flat,2,80,Yes,exterior, floor 2,498000
1598,Barcelona,El Raval,new,Flat,2,92,Yes,exterior, floor 2,474000
1599,Barcelona,El Raval,new,Flat,1,53,Yes,exterior, floor 2,339000
1600,Barcelona,El Raval,new,Flat,3,77,Yes,exterior, floor 1,416000
1601,Barcelona,El Raval,new,Flat,1,66,Yes,exterior, floor 1,380000
1602,Barcelona,El Raval,new,Flat,1,51,Yes,exterior, floor 1,322000
1603,Barcelona,El Raval,new,Flat,2,100,Yes,exterior,ground floor,481000
1604,Barcelona,Provençals del Poblenou,new,Duplex,2,148,Yes,exterior,ground floor,698000
1605,Barcelona,La Vila Olímpica del Poblenou,new,Flat,2,85,Yes,exterior, floor 5,565000
1606,Barcelona,La Vila Olímpica del Poblenou,new,Flat,2,85,Yes,exterior, floor 2,535000
1607,Barcelona,La Vila Olímpica del Poblenou,new,Flat,2,110,Yes,exterior, floor 3,634000
1608,Barcelona,La Vila Olímpica del Poblenou,new,Flat,2,110,Yes,exterior, floor 4,644000
1609,Barcelona,La Vila Olímpica del Poblenou,new,Flat,2,87,Yes,exterior, floor 1,520000
1610,Barcelona,La Vila Olímpica del Poblenou,new,Flat,2,85,Yes,exterior, floor 4,555000
1611,Barcelona,Sants - Badal,new,Flat,2,69,Yes,exterior, floor 3,343000
1612,Barcelona,Sants - Badal,new,Flat,2,88,Yes,exterior, floor 2,399000
1613,Barcelona,Sants - Badal,new,Duplex,3,115,Yes,exterior,ground floor,489000
1614,Barcelona,Sants - Badal,new,Flat,2,81,Yes,exterior, floor 1,375000
1615,Barcelona,Sants - Badal,new,Flat,2,81,Yes,exterior, floor 3,389000
1616,Barcelona,Sants - Badal,new,Duplex,4,128,Yes,exterior,ground floor,545000
1617,Barcelona,Sants - Badal,new,Flat,2,81,Yes,exterior, floor 2,382000
1618,Barcelona,La Dreta de l'Eixample,new,Flat,2,75,Yes,exterior, floor 4,510000
1619,Barcelona,La Dreta de l'Eixample,new,Penthouse,2,75,Yes,exterior, floor 5,655000
1620,Barcelona,La Dreta de l'Eixample,new,Penthouse,2,75,Yes,exterior, floor 5,650000
1621,Barcelona,La Sagrada Família,new,Flat,3,97,Yes,exterior, floor 3,550000
1622,Barcelona,La Sagrada Família,new,Flat,3,97,Yes,exterior, floor 2,540000
1623,Barcelona,La Sagrada Família,new,Flat,2,68,Yes,exterior, floor 1,380000
1624,Barcelona,El Carmel,new,Flat,3,81,Yes,exterior, floor 1,310000
1625,Barcelona,El Gòtic,new,Penthouse,4,215,Yes,exterior, floor 4,1690000
1626,Barcelona,El Gòtic,new,Flat,2,106,Yes,exterior, floor 2,790000
1627,Barcelona,Les Corts,new,Flat,2,95,Yes,exterior, floor 2,550000
1628,Barcelona, calle Pr,new,Flat,2,91,Yes,exterior, floor 4,800000
1629,Barcelona,Sants,new,Flat,2,60,Yes,exterior, floor 4,375000
1630,Barcelona,Sant Gervasi - Galvany,new,Penthouse,4,150,Yes,exterior, floor 2,1150000
1631,Barcelona,La Sagrada Família,new,Flat,2,60,Yes,exterior, floor 3,400000
1632,Barcelona,El Putxet i el Farró,new,Flat,1,58,Yes,exterior, floor 1,385000
1633,Barcelona,Sants,new,Flat,3,83,Yes,exterior, floor 1,437000
1634,Barcelona,Sants,new,Flat,2,60,Yes,exterior, floor 1,325000
1635,Barcelona,Sants,new,Flat,3,78,Yes,exterior,ground floor,360000
1636,Barcelona,Sants,new,Flat,2,60,Yes,exterior, floor 2,337000
1637,Barcelona,La Dreta de l'Eixample,new,Flat,2,100,Yes,exterior, floor 5,720000
1638,Barcelona,La Dreta de l'Eixample,new,Flat,1,70,Yes,exterior, floor 2,465000
1639,Barcelona,La Dreta de l'Eixample,new,Flat,1,64,Yes,exterior, floor 2,425000
1640,Barcelona,La Dreta de l'Eixample,new,Flat,1,66,Yes,exterior, floor 1,430000
1641,Barcelona,La Dreta de l'Eixample,new,Flat,1,59,Yes,exterior, floor 1,385000
1642,Barcelona,La Dreta de l'Eixample,new,Flat,1,94,Yes,exterior,mezzanine,600000
1643,Barcelona,La Dreta de l'Eixample,new,Flat,1,86,Yes,exterior,mezzanine,545000
1644,Barcelona,La Nova Esquerra de l'Eixample,new,Flat,3,95,Yes,exterior, floor 4,565000
1645,Barcelona,La Nova Esquerra de l'Eixample,new,Flat,2,81,Yes,exterior, floor 1,595000
1646,Barcelona,La Nova Esquerra de l'Eixample,new,Flat,3,89,Yes,exterior, floor 2,530000
1647,Barcelona,La Nova Esquerra de l'Eixample,new,Flat,3,89,Yes,exterior, floor 3,540000
1648,Barcelona,La Nova Esquerra de l'Eixample,new,Flat,2,72,Yes,exterior, floor 1,580000
1649,Barcelona,El Clot,new,Flat,2,65,Yes,exterior, floor 3,415000
1650,Barcelona,El Clot,new,Flat,2,62,Yes,exterior, floor 1,350000
1651,Barcelona,El Clot,new,Flat,2,72,Yes,exterior, floor 4,475000
1652,Barcelona,El Clot,new,Flat,2,72,Yes,exterior, floor 3,415000
1653,Barcelona,El Clot,new,Flat,2,62,Yes,exterior, floor 2,375000
1654,Barcelona,El Clot,new,Flat,2,65,Yes,exterior, floor 4,395000
1655,Barcelona,El Clot,new,Flat,3,80,Yes,exterior, floor 2,425000
1656,Barcelona,El Clot,new,Flat,3,103,Yes,exterior, floor 1,470000
1657,Barcelona,El Clot,new,Flat,3,104,Yes,exterior, floor 2,496128
1658,Barcelona,El Clot,new,Duplex,2,81,Yes,exterior, floor 2,365000
1659,Barcelona,El Clot,new,Flat,4,112,Yes,exterior, floor 3,594448
1660,Barcelona,El Clot,new,Duplex,2,76,Yes,exterior, floor 2,360000
1661,Barcelona,El Clot,new,Flat,1,70,Yes,exterior,ground floor,268000
1662,Barcelona,La Sagrada Família,new,Flat,2,101,Yes,exterior, floor 2,530000
1663,Barcelona,Les Corts,new,Duplex,2,100,Yes,exterior, floor 1,670000
1664,Barcelona,Les Corts,new,Duplex,2,76,Yes,exterior, floor 1,550000
1665,Barcelona,Les Corts,new,Duplex,2,73,Yes,exterior, floor 5,715000
1666,Barcelona,Les Corts,new,Duplex,2,71,Yes,exterior, floor 1,530500
1667,Barcelona,Les Corts,new,Flat,2,65,Yes,exterior, floor 5,692000
1668,Barcelona,Les Corts,new,Duplex,2,115,Yes,exterior, floor 5,1600000
1669,Barcelona,Les Corts,new,Flat,2,71,Yes,exterior, floor 2,550000
1670,Barcelona,Les Corts,new,Flat,2,102,Yes,exterior, floor 1,683000
1671,Barcelona,La Dreta de l'Eixample,new,Flat,2,109,Yes,exterior,mezzanine,695000
1672,Barcelona,La Dreta de l'Eixample,new,Flat,2,101,Yes,exterior, floor 3,695000
1673,Barcelona,La Dreta de l'Eixample,new,Flat,1,71,Yes,exterior, floor 4,505000
1674,Barcelona,La Dreta de l'Eixample,new,Flat,2,100,Yes,exterior, floor 1,660000
1675,Barcelona,La Dreta de l'Eixample,new,Flat,1,71,Yes,exterior, floor 5,520000
1676,Barcelona,La Dreta de l'Eixample,new,Flat,2,101,Yes,exterior, floor 4,715000
1677,Barcelona,La Dreta de l'Eixample,new,Flat,1,71,Yes,exterior, floor 3,485000
1678,Barcelona,La Salut,new,Duplex,2,97,Yes,exterior,ground floor,510000
1679,Barcelona,La Salut,new,Duplex,1,75,Yes,exterior,ground floor,350000
1680,Barcelona,Sants - Badal,new,Flat,2,88,Yes,exterior, floor 1,394000
1681,Barcelona,El Putxet i el Farró,new,Flat,2,84,Yes,exterior, floor 2,545000
1682,Barcelona,El Putxet i el Farró,new,Flat,2,84,Yes,exterior,mezzanine,530000
1683,Barcelona,El Putxet i el Farró,new,Flat,2,82,Yes,exterior,mezzanine,510000
1684,Barcelona,La Sagrada Família,new,Flat,3,120,Yes,exterior, floor 2,628000
1685,Barcelona,La Sagrada Família,new,Flat,3,120,Yes,exterior, floor 5,675000
1686,Barcelona,La Sagrada Família,new,Flat,3,120,Yes,exterior, floor 4,660000
1687,Barcelona,La Sagrada Família,new,Flat,3,120,Yes,exterior, floor 3,640000
1688,Barcelona, Vallcarca i els Penitents,new,Flat,3,120,Yes,exterior, floor 2,495000
1689,Barcelona,El Camp de l'Arpa del Clot,new,Penthouse,2,56,Yes,exterior, floor 4,326000
1690,Barcelona,El Camp de l'Arpa del Clot,new,Flat,4,101,Yes,exterior,ground floor,545000
1691,Barcelona,El Congrés i els Indians,new,Penthouse,2,84,Yes,exterior, floor 4,430000
1692,Barcelona,El Congrés i els Indians,new,Flat,2,84,Yes,exterior, floor 3,360000
1693,Barcelona,El Congrés i els Indians,new,Flat,2,84,Yes,exterior, floor 1,340000
1694,Barcelona,El Congrés i els Indians,new,Duplex,3,118,Yes,exterior,ground floor,480000
1695,Barcelona,El Poblenou,new,Flat,3,96,Yes,exterior, floor 1,535000
1696,Barcelona,El Poblenou,new,Flat,3,96,Yes,exterior, floor 4,570000
1697,Barcelona,La Vila Olímpica del Poblenou,new,Flat,3,94,Yes,exterior, floor 4,537500
1698,Barcelona,La Vila Olímpica del Poblenou,new,Flat,2,73,Yes,exterior, floor 2,387125
1699,Barcelona,La Vila Olímpica del Poblenou,new,Flat,1,66,Yes,exterior, floor 3,390000
1700,Barcelona,La Vila Olímpica del Poblenou,new,Flat,2,73,Yes,exterior, floor 1,375250
1701,Barcelona,La Vila Olímpica del Poblenou,new,Flat,3,94,Yes,exterior, floor 5,555000
1702,Barcelona,La Vila Olímpica del Poblenou,new,Flat,1,66,Yes,exterior, floor 1,349125
1703,Barcelona,La Vila Olímpica del Poblenou,new,Flat,1,66,Yes,exterior, floor 2,358125
1704,Barcelona,La Vila Olímpica del Poblenou,new,Flat,2,73,Yes,exterior, floor 3,420000
1705,Barcelona,La Vila Olímpica del Poblenou,new,Flat,1,66,Yes,exterior, floor 5,415000
1706,Barcelona,La Vila Olímpica del Poblenou,new,Flat,3,94,Yes,exterior, floor 2,482125
1707,Barcelona,La Vila Olímpica del Poblenou,new,Flat,3,94,Yes,exterior, floor 1,473575
1708,Barcelona,El Gu,new,Flat,3,98,Yes,exterior, floor 1,398500
1709,Barcelona,El Gu,new,Duplex,1,103,Yes,exterior,ground floor,262000
1710,Barcelona,El Gu,new,Flat,2,83,Yes,exterior, floor 1,351500
1711,Barcelona,El Parc i la Llacuna del Poblenou,new,Flat,4,158,Yes,exterior, floor 1,685500
1712,Barcelona,El Parc i la Llacuna del Poblenou,new,Flat,3,94,Yes,exterior, floor 1,474000
1713,Barcelona,El Parc i la Llacuna del Poblenou,new,Flat,2,67,Yes,exterior, floor 1,342000
1714,Barcelona,El Putxet i el Farró,new,Flat,3,105,Yes,exterior, floor 4,1280000
1715,Barcelona,El Putxet i el Farró,new,Flat,2,62,Yes,exterior, floor 3,583000
1716,Barcelona,El Putxet i el Farró,new,Flat,2,63,Yes,exterior, floor 2,561000
1717,Barcelona,El Clot,new,Flat,3,101,Yes,exterior, floor 1,459000
1718,Barcelona,El Clot,new,Flat,2,92,Yes,exterior, floor 1,399000
1719,Barcelona,El Clot,new,Flat,4,130,Yes,exterior, floor 1,570000
1720,Barcelona,El Raval,new,Flat,1,58,Yes,exterior, floor 1,339000
1721,Barcelona,El Raval,new,Flat,2,60,Yes,exterior, floor 1,364000
1722,Barcelona,El Raval,new,Flat,1,86,Yes,exterior,ground floor,462000
1723,Barcelona,Sant Gervasi - Galvany,new,Penthouse,2,57,Yes,exterior, floor 8,795000
1724,Barcelona,Les Corts,new,Flat,2,185,Yes,exterior, floor 5,1600000
1725,Barcelona,Les Corts,new,Flat,2,99,Yes,exterior, floor 5,715000
1726,Barcelona,La Salut,new,Flat,2,72,Yes,exterior, floor 4,520000
1727,Barcelona,La Salut,new,Flat,2,72,Yes,exterior, floor 3,495000
1728,Barcelona,La Salut,new,Flat,3,94,Yes,exterior, floor 4,630000
1729,Barcelona,La Salut,new,Flat,1,51,Yes,exterior, floor 1,322000
1730,Barcelona,La Salut,new,Flat,3,94,Yes,exterior, floor 3,615000
1731,Barcelona,La Salut,new,Flat,1,61,Yes,exterior, floor 1,350000
1732,Barcelona,L'Antiga Esquerra de l'Eixample,new,Flat,2,64,Yes,exterior, floor 2,435200
1733,Barcelona,L'Antiga Esquerra de l'Eixample,new,Flat,1,55,Yes,exterior, floor 4,378000
1734,Barcelona,L'Antiga Esquerra de l'Eixample,new,Flat,2,64,Yes,exterior, floor 3,448000
1735,Barcelona,La Teixonera,new,Flat,2,53,Yes,exterior, floor 2,255697
1736,Barcelona,La Teixonera,new,Flat,2,53,Yes,exterior, floor 3,255697
1737,Barcelona,La Teixonera,new,Flat,2,53,Yes,exterior, floor 1,241815
1738,Barcelona,La Teixonera,new,Flat,2,53,Yes,exterior, floor 2,247633
1739,Barcelona,La Teixonera,new,Flat,2,53,Yes,exterior, floor 3,246467
1740,Barcelona,Sant Antoni,new,Flat,3,95,Yes,exterior, floor 4,565000
1741,Barcelona,Sant Antoni,new,Flat,2,81,Yes,exterior, floor 1,595000
1742,Barcelona,El Poble Sec - Parc de Montjuïc,new,Flat,2,85,Yes,exterior, floor 1,470000
1743,Barcelona,El Poble Sec - Parc de Montjuïc,new,Penthouse,2,100,Yes,exterior, floor 2,595000
1744,Barcelona,El Poble Sec - Parc de Montjuïc,new,Flat,2,86,Yes,exterior,ground floor,425000
1745,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,new,Flat,2,78,Yes,exterior,ground floor,420000
1746,Barcelona,El Camp de l'Arpa del Clot,new,Penthouse,2,57,Yes,exterior, floor 4,296000
1747,Barcelona,El Camp de l'Arpa del Clot,new,Penthouse,1,46,Yes,exterior, floor 4,264000
1748,Barcelona,El Camp de l'Arpa del Clot,new,Flat,2,48,Yes,exterior,ground floor,265000
1749,Barcelona,El Camp de l'Arpa del Clot,new,Flat,2,55,Yes,exterior, floor 1,256000
1750,Barcelona,El Camp de l'Arpa del Clot,new,Flat,2,53,Yes,exterior,ground floor,280000
1751,Barcelona,El Camp de l'Arpa del Clot,new,Flat,2,77,Yes,exterior,ground floor,295000
1752,Barcelona,El Camp de l'Arpa del Clot,new,Flat,3,68,Yes,exterior, floor 2,315000
1753,Barcelona,El Camp de l'Arpa del Clot,new,Flat,4,99,Yes,exterior, floor 3,620000
1754,Barcelona,Sant Pere - Santa Cater,new,Flat,2,62,Yes,exterior, floor 3,440000
1755,Barcelona,El Gu,new,Flat,3,81,Yes,exterior, floor 1,395000
1756,Barcelona,El Gu,new,Flat,3,78,Yes,exterior, floor 2,370000
1757,Barcelona,El Gu,new,Flat,3,78,Yes,exterior, floor 1,360000
1758,Barcelona,Les Corts,new,Flat,3,122,Yes,exterior, floor 2,620000
1759,Barcelona,Les Corts,new,Flat,3,190,Yes,exterior, floor 4,750000
1760,Barcelona,Les Corts,new,Duplex,2,159,Yes,exterior,ground floor,560000
1761,Barcelona,Les Corts,new,Flat,3,114,Yes,exterior, floor 3,620000
1762,Barcelona,Les Corts,new,Flat,3,122,Yes,exterior, floor 3,650000
1763,Barcelona,Les Corts,new,Flat,3,122,Yes,exterior, floor 1,590000
1764,Barcelona,Sant Pere - Santa Cater,new,Duplex,3,131,Yes,exterior, floor 1,830000
1765,Barcelona,L'Antiga Esquerra de l'Eixample,new,Flat,3,113,Yes,exterior, floor 5,1325000
1766,Barcelona,La Sagrera,new,Flat,3,85,Yes,exterior, floor 2,395000
1767,Barcelona,La Sagrera,new,Flat,3,84,Yes,exterior, floor 1,385000
1768,Barcelona,La Sagrera,new,Duplex,4,128,Yes,exterior,ground floor,580000
1769,Barcelona,La Sagrera,new,Flat,3,84,Yes,exterior, floor 1,390000
1770,Barcelona,Horta,new,Flat,3,113,Yes,exterior,ground floor,285000
1771,Barcelona,El Poblenou,new,Flat,3,99,Yes,exterior, floor 2,643496
1772,Barcelona,El Poblenou,new,Flat,3,118,Yes,exterior, floor 1,680434
1773,Barcelona,El Poblenou,new,Flat,3,109,Yes,exterior, floor 1,527258
1774,Barcelona,El Poblenou,new,Flat,3,112,Yes,exterior,ground floor,695610
1775,Barcelona,El Poblenou,new,Flat,2,62,Yes,exterior, floor 3,413729
1776,Barcelona,El Poblenou,new,Flat,2,68,Yes,exterior, floor 2,409877
1777,Barcelona,El Poblenou,new,Flat,3,85,Yes,exterior, floor 4,545713
1778,Barcelona,El Poblenou,new,Flat,2,62,Yes,exterior, floor 1,560204
1779,Barcelona,El Poblenou,new,Flat,2,62,Yes,exterior, floor 4,429209
1780,Barcelona,El Poblenou,new,Flat,2,62,Yes,exterior, floor 1,387537
1781,Barcelona,Sarrià,new,Detached,5,572,No,exterior,Multiple,2985000
1782,Barcelona,Vila de Gràcia,new,Flat,3,97,Yes,exterior, floor 3,506000
1783,Barcelona,Vila de Gràcia,new,Flat,3,92,Yes,exterior, floor 2,453000
1784,Barcelona,Vila de Gràcia,new,Flat,3,97,Yes,exterior, floor 4,523000
1785,Barcelona,Vila de Gràcia,new,Duplex,3,175,Yes,exterior,ground floor,826000
1786,Barcelona,La Font d'En Fargues,new,Flat,2,76,Yes,exterior, floor 1,282000
1787,Barcelona,La Mar,new,Flat,3,89,Yes,exterior, floor 2,285000
1788,Barcelona,La Mar,new,Flat,2,70,Yes,exterior, floor 1,245000
1789,Barcelona,La Mar,new,Flat,2,61,Yes,exterior, floor 2,224000
1790,Barcelona,La Mar,new,Flat,4,102,Yes,exterior, floor 6,456000
