,city,district,neighborhood,condition,type,rooms,area_m2,lift,views,floor,prices
2443,Barcelona,Sant Martí,el Poblenou,needs refurb,Flat,1,58,No,exterior,ground floor,176000
2444,Barcelona,Eixample,Sant Antoni,needs refurb,Flat,2,84,No,exterior, floor 2,295000
2445,Barcelona,Ciutat Vella,el Raval,needs refurb,Flat,3,78,No,exterior, floor 4,158000
2446,Barcelona,Eixample,la Dreta de l'Eixample,needs refurb,Flat,4,200,Yes,exterior, floor 3,1200000
2447,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,2,65,Yes,exterior, floor 6,195000
2448,Barcelona,Sant Andreu,la Sagrera,needs refurb,Flat,2,75,Yes,exterior, floor 1,280000
2449,Barcelona,Horta-Guinardó,la Teixonera,needs refurb,Flat,3,70,No,exterior, floor 4,176000
2450,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,needs refurb,Penthouse,1,33,Yes,exterior, floor 5,215000
2451,Barcelona,Sants-Montjuïc,Hostafrancs,needs refurb,Flat,1,30,No,exterior, floor 2,135000
2452,Barcelona,Nou Barris,la Trinitat Nova,needs refurb,Flat,3,74,Yes,exterior, floor 1,129999
2453,Barcelona,Eixample,el Fort Pienc,needs refurb,Flat,3,86,Yes,exterior, floor 3,295000
2454,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,needs refurb,Flat,3,87,Yes,exterior, floor 2,199000
2455,Barcelona,Nou Barris,la Trinitat Nova,needs refurb,Flat,3,79,Yes,exterior, floor 4,142900
2456,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Flat,4,101,Yes,exterior, floor 6,475000
2457,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Flat,5,140,Yes,exterior, floor 3,990000
2458,Barcelona,Sants-Montjuïc,Sants - Badal,needs refurb,Flat,2,75,No,exterior, floor 2,200000
2459,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,needs refurb,Flat,6,355,Yes,exterior, floor 2,2300000
2460,Barcelona,Ciutat Vella,el Raval,needs refurb,Penthouse,1,40,Yes,exterior, floor 6,195000
2461,Barcelona,Sant Martí,el Besòs i el Maresme,needs refurb,Flat,2,60,Yes,exterior, floor 6,120000
2462,Barcelona,Ciutat Vella,el Barri Gòtic,needs refurb,Flat,11,536,Yes,exterior, floor 1,1850000
2463,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,needs refurb,Flat,3,52,No,interior, floor 3,165000
2464,Barcelona,Eixample,la Sagrada Família,needs refurb,Flat,2,51,Yes,interior, floor 4,215000
2465,Barcelona,Sant Martí,la Verneda i la Pau,needs refurb,Flat,4,131,Yes,exterior, floor 1,199900
2466,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,needs refurb,Flat,3,75,Yes,exterior, floor 2,235000
2467,Barcelona,Ciutat Vella,el Raval,needs refurb,Flat,3,85,No,exterior, floor 1,216000
2468,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,108,Yes,exterior, floor 1,550000
2469,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,needs refurb,Flat,3,53,Yes,exterior,mezzanine,244500
2470,Barcelona,Eixample,el Fort Pienc,needs refurb,Flat,4,80,Yes,exterior, floor 3,305000
2471,Barcelona,Sant Andreu,Sant Andreu,needs refurb,Flat,3,70,Yes,exterior, floor 2,199000
2472,Barcelona,Horta-Guinardó,el Carmel,needs refurb,Flat,2,76,Yes,exterior, floor 1,200500
2473,Barcelona,Sant Martí,el Besòs i el Maresme,needs refurb,Flat,3,70,Yes,exterior, floor 5,135000
2474,Barcelona,Eixample,la Dreta de l'Eixample,needs refurb,Flat,3,107,Yes,exterior, floor 7,435000
2475,Barcelona,Ciutat Vella,el Raval,needs refurb,Flat,3,47,No,exterior, floor 2,135000
2476,Barcelona,Horta-Guinardó,el Carmel,needs refurb,Flat,3,68,Yes,interior,ground floor,125000
2477,Barcelona,Gràcia,la Vila de Gràcia,needs refurb,Flat,4,70,Yes,exterior, floor 1,330000
2478,Barcelona,Horta-Guinardó,el Carmel,needs refurb,Flat,3,70,Yes,exterior,mezzanine,155000
2479,Barcelona,Ciutat Vella,el Barri Gòtic,needs refurb,Flat,3,119,No,exterior, floor 2,395000
2480,Barcelona,Ciutat Vella,el Barri Gòtic,needs refurb,Flat,3,80,No,exterior, floor 1,335000
2481,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Penthouse,4,111,No,interior, floor 4,380000
2482,Barcelona,Eixample,Sant Antoni,needs refurb,Flat,4,100,Yes,exterior, floor 5,475000
2483,Barcelona,Eixample,la Dreta de l'Eixample,needs refurb,Flat,4,140,Yes,exterior, floor 3,860000
2484,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,needs refurb,Flat,5,185,No,exterior,mezzanine,700000
2485,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,needs refurb,Flat,2,66,Yes,interior,mezzanine,340000
2486,Barcelona,Sant Martí,el Poblenou,needs refurb,Flat,1,53,No,exterior, floor 3,235000
2487,Barcelona,Ciutat Vella,el Raval,needs refurb,Flat,2,45,No,interior, floor 1,93000
2488,Barcelona,Les Corts,les Corts,needs refurb,Flat,4,103,Yes,exterior, floor 1,395000
2489,Barcelona,Ciutat Vella,el Raval,needs refurb,Flat,2,53,No,interior, floor 2,141500
2490,Barcelona,Horta-Guinardó,Can Baró,needs refurb,Flat,3,60,Yes,exterior,ground floor,206000
2491,Barcelona,Sant Andreu,la Sagrera,needs refurb,Flat,3,81,Yes,exterior, floor 4,235000
2492,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,4,111,Yes,exterior, floor 4,422500
2493,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,90,Yes,exterior, floor 2,390000
2494,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,needs refurb,Flat,2,51,Yes,exterior, floor 2,195000
2495,Barcelona,Sant Martí,Sant Martí de Provençals,needs refurb,Flat,3,75,Yes,exterior, floor 6,210000
2496,Barcelona,Sant Martí,el Clot,needs refurb,Flat,3,80,Yes,exterior, floor 2,265000
2497,Barcelona,Sants-Montjuïc,Sants,needs refurb,Flat,4,161,No,exterior, floor 1,325000
2498,Barcelona,Sarrià-Sant Gervasi,Sarrià,needs refurb,Penthouse,2,66,Yes,exterior, floor 5,399000
2499,Barcelona,Gràcia,la Vila de Gràcia,needs refurb,Penthouse,3,66,No,exterior, floor 4,320000
2500,Barcelona,Les Corts,Pedralbes,needs refurb,Flat,4,143,Yes,exterior, floor 1,795000
2501,Barcelona,Horta-Guinardó,el Carmel,needs refurb,Flat,3,80,Yes,exterior, floor 1,200000
2502,Barcelona,Sants-Montjuïc,Sants,needs refurb,Terraced,2,98,No,exterior,Multiple,275000
2503,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,5,230,Yes,exterior, floor 4,890000
2504,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,needs refurb,Flat,5,200,Yes,exterior, floor 7,1350000
2505,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,needs refurb,Flat,5,280,Yes,exterior, floor 3,1880000
2506,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,5,150,Yes,exterior, floor 2,640000
2507,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,needs refurb,Flat,2,53,No,exterior,mezzanine,225000
2508,Barcelona,Horta-Guinardó,la Vall d'Hebron,needs refurb,Flat,3,58,Yes,exterior, floor 5,225000
2509,Barcelona,Eixample,la Nova Esquerra de l'Eixample,needs refurb,Flat,4,100,Yes,interior, floor 3,420000
2510,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Flat,2,60,Yes,interior,ground floor,150000
2511,Barcelona,Ciutat Vella,el Barri Gòtic,needs refurb,Flat,2,61,No,exterior, floor 3,290000
2512,Barcelona,Eixample,la Sagrada Família,needs refurb,Flat,5,160,Yes,exterior, floor 1,675000
2513,Barcelona,Sants-Montjuïc,Hostafrancs,needs refurb,Flat,4,95,Yes,exterior, floor 3,320000
2514,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,2,56,No,interior, floor 2,195000
2515,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,4,137,Yes,exterior, floor 4,790000
2516,Barcelona,Horta-Guinardó,Horta,needs refurb,Detached,6,160,No,exterior,Multiple,499999
2517,Barcelona,Sant Martí,Sant Martí de Provençals,needs refurb,Flat,3,80,Yes,exterior, floor 6,155000
2518,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,6,185,Yes,exterior, floor 3,770000
2519,Barcelona,Eixample,la Sagrada Família,needs refurb,Flat,2,65,Yes,exterior, floor 5,295000
2520,Barcelona,Sant Martí,el Clot,needs refurb,Flat,3,70,Yes,exterior, floor 4,270000
2521,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,needs refurb,Flat,3,70,No,exterior, floor 1,190000
2522,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Flat,5,87,Yes,exterior, floor 1,417000
2523,Barcelona,Sant Martí,Sant Martí de Provençals,needs refurb,Flat,3,94,Yes,exterior, floor 1,215000
2524,Barcelona,Sants-Montjuïc,la Bordeta,needs refurb,Flat,4,110,Yes,exterior, floor 7,336000
2525,Barcelona,Eixample,Sant Antoni,needs refurb,Flat,4,85,Yes,exterior, floor 5,330000
2526,Barcelona,Eixample,Sant Antoni,needs refurb,Flat,4,95,Yes,exterior, floor 7,400000
2527,Barcelona,Nou Barris,Porta,needs refurb,Flat,3,65,Yes,interior, floor 1,157500
2528,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,needs refurb,Flat,5,195,Yes,exterior, floor 2,980000
2529,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,needs refurb,Flat,3,85,No,exterior,mezzanine,315000
2530,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,needs refurb,Flat,3,85,Yes,exterior, floor 2,269000
2531,Barcelona,Eixample,el Fort Pienc,needs refurb,Penthouse,9,165,Yes,exterior, floor 5,680000
2532,Barcelona,Gràcia,la Salut,needs refurb,Flat,4,160,Yes,exterior,ground floor,450000
2533,Barcelona,Horta-Guinardó,el Baix Guinardó,needs refurb,Flat,3,60,Yes,exterior, floor 1,240000
2534,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,5,126,Yes,exterior, floor 1,570000
2535,Barcelona,Sants-Montjuïc,Sants,needs refurb,Terraced,1,73,No,exterior,Multiple,240000
2536,Barcelona,Horta-Guinardó,Horta,needs refurb,Detached,8,296,No,exterior,Multiple,630000
2537,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,needs refurb,Flat,3,75,Yes,exterior, floor 4,235000
2538,Barcelona,Gràcia,la Vila de Gràcia,needs refurb,Penthouse,3,70,No,exterior, floor 3,350000
2539,Barcelona,Nou Barris,la Guineueta,needs refurb,Flat,3,80,Yes,exterior, floor 6,240000
2540,Barcelona,Nou Barris,Canyelles,needs refurb,Flat,3,100,Yes,exterior, floor 5,190000
2541,Barcelona,Horta-Guinardó,Horta,needs refurb,Flat,4,75,No,exterior, floor 2,210000
2542,Barcelona,Eixample,la Sagrada Família,needs refurb,Flat,3,80,Yes,exterior, floor 4,495000
2543,Barcelona,Sants-Montjuïc,Hostafrancs,needs refurb,Flat,1,20,No,exterior,mezzanine,100000
2544,Barcelona,Sant Martí,el Poblenou,needs refurb,Flat,2,71,Yes,exterior, floor 1,220000
2545,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,5,256,Yes,exterior, floor 1,1750000
2546,Barcelona,Les Corts,Pedralbes,needs refurb,Terraced,7,739,No,exterior,Multiple,3390000
2547,Barcelona,Eixample,la Dreta de l'Eixample,needs refurb,Flat,3,130,No,exterior, floor 2,520000
2548,Barcelona,Eixample,la Dreta de l'Eixample,needs refurb,Penthouse,3,142,Yes,exterior, floor 8,790000
2549,Barcelona,Sants-Montjuïc,la Bordeta,needs refurb,Flat,3,68,Yes,exterior, floor 1,193000
2550,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,134,Yes,exterior, floor 10,445000
2551,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,needs refurb,Semi-detached,6,400,No,exterior,Multiple,2475000
2552,Barcelona,Eixample,la Dreta de l'Eixample,needs refurb,Flat,4,137,Yes,exterior, floor 1,795000
2553,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,needs refurb,Flat,2,66,Yes,exterior,ground floor,199000
2554,Barcelona,Sarrià-Sant Gervasi,Sarrià,needs refurb,Flat,4,124,Yes,exterior, floor 1,450000
2555,Barcelona,Eixample,la Dreta de l'Eixample,needs refurb,Flat,6,191,Yes,exterior, floor 3,1300000
2556,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,4,162,Yes,exterior, floor 1,730000
2557,Barcelona,Gràcia,la Vila de Gràcia,needs refurb,Flat,3,118,Yes,exterior, floor 3,550000
2558,Barcelona,Sants-Montjuïc,la Marina de Port,needs refurb,Penthouse,4,145,Yes,exterior, floor 9,360000
2559,Barcelona,Eixample,la Dreta de l'Eixample,needs refurb,Flat,3,138,Yes,exterior, floor 3,760000
2560,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Penthouse,4,170,Yes,exterior, floor 7,1200000
2561,Barcelona,Nou Barris,Vilapicina i la Torre Llobeta,needs refurb,Flat,3,65,Yes,exterior, floor 4,179900
2562,Barcelona,Ciutat Vella,el Raval,needs refurb,Flat,3,62,Yes,exterior, floor 5,235000
2563,Barcelona,Eixample,la Nova Esquerra de l'Eixample,needs refurb,Flat,4,112,Yes,exterior, floor 3,415000
2564,Barcelona,Horta-Guinardó,Sant Genís dels Agudells,needs refurb,Terraced,5,128,No,exterior,Multiple,490000
2565,Barcelona,Les Corts,Pedralbes,needs refurb,Flat,7,250,Yes,exterior, floor 3,1250000
2566,Barcelona,Les Corts,la Maternitat i Sant Ramon,needs refurb,Flat,1,63,No,exterior, floor 1,165000
2567,Barcelona,Horta-Guinardó,Horta,needs refurb,Flat,2,69,Yes,exterior, floor 3,201700
2568,Barcelona,Sant Andreu,la Sagrera,needs refurb,Flat,3,107,Yes,exterior, floor 1,315000
2569,Barcelona,Nou Barris,la Prosperitat,needs refurb,Flat,3,60,No,exterior, floor 3,142000
2570,Barcelona,Eixample,Sant Antoni,needs refurb,Flat,3,88,Yes,exterior, floor 1,260000
2571,Barcelona,Sant Martí,el Poblenou,needs refurb,Flat,8,690,No,exterior, floor 1,1250000
2572,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,needs refurb,Flat,4,75,Yes,exterior, floor 3,210000
2573,Barcelona,Eixample,el Fort Pienc,needs refurb,Flat,3,94,Yes,exterior, floor 1,275000
2574,Barcelona,Sant Andreu,la Sagrera,needs refurb,Flat,3,75,Yes,exterior, floor 5,200000
2575,Barcelona,Ciutat Vella,el Raval,needs refurb,Flat,3,60,No,exterior,mezzanine,157900
2576,Barcelona,Gràcia,la Vila de Gràcia,needs refurb,Flat,3,118,Yes,exterior, floor 3,550000
2577,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,4,143,Yes,exterior, floor 3,680000
2578,Barcelona,Sants-Montjuïc,la Bordeta,needs refurb,Penthouse,3,77,No,exterior, floor 4,235000
2579,Barcelona,Eixample,Sant Antoni,needs refurb,Flat,5,181,Yes,exterior, floor 6,660000
2580,Barcelona,Sarrià-Sant Gervasi,Sarrià,needs refurb,Flat,4,116,Yes,exterior,mezzanine,680000
2581,Barcelona,Nou Barris,la Guineueta,needs refurb,Flat,3,56,Yes,exterior, floor 2,129000
2582,Barcelona,Ciutat Vella,el Barri Gòtic,needs refurb,Flat,3,114,No,exterior, floor 3,335000
2583,Barcelona,Eixample,Sant Antoni,needs refurb,Flat,4,100,Yes,interior, floor 1,340000
2584,Barcelona,Nou Barris,Vilapicina i la Torre Llobeta,needs refurb,Flat,3,65,Yes,exterior, floor 4,179000
2585,Barcelona,Sant Martí,Sant Martí de Provençals,needs refurb,Flat,3,76,Yes,exterior, floor 5,169000
2586,Barcelona,Eixample,la Nova Esquerra de l'Eixample,needs refurb,Flat,4,100,Yes,interior, floor 4,420000
2587,Barcelona,Les Corts,les Corts,needs refurb,Flat,4,102,Yes,exterior, floor 3,399000
2588,Barcelona,Eixample,la Dreta de l'Eixample,needs refurb,Flat,5,154,Yes,exterior, floor 4,590000
2589,Barcelona,Sant Andreu,la Sagrera,needs refurb,Flat,4,74,Yes,interior, floor 5,205000
2590,Barcelona,Sarrià-Sant Gervasi,Sarrià,needs refurb,Flat,5,150,Yes,exterior, floor 1,585000
2591,Barcelona,Horta-Guinardó,el Baix Guinardó,needs refurb,Flat,4,155,Yes,exterior, floor 1,400000
2592,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,6,274,Yes,exterior, floor 2,1190000
2593,Barcelona,Sants-Montjuïc,Sants,needs refurb,Flat,4,85,Yes,interior,mezzanine,330000
2594,Barcelona,Eixample,Sant Antoni,needs refurb,Flat,4,101,Yes,exterior, floor 6,365000
2595,Barcelona,Ciutat Vella,el Barri Gòtic,needs refurb,Flat,3,86,No,exterior, floor 3,350000
2596,Barcelona,Eixample,la Nova Esquerra de l'Eixample,needs refurb,Flat,1,71,Yes,interior,mezzanine,189000
2597,Barcelona,Eixample,la Nova Esquerra de l'Eixample,needs refurb,Flat,2,44,Yes,interior, floor 1,185000
2598,Barcelona,Sants-Montjuïc,Sants,needs refurb,Flat,3,60,Yes,exterior, floor 3,249000
2599,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,needs refurb,Flat,1,30,No,exterior, floor 3,115000
2600,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,4,111,Yes,exterior, floor 3,422500
2601,Barcelona,Sant Martí,el Poblenou,needs refurb,Flat,3,50,Yes,exterior, floor 2,225000
2602,Barcelona,Eixample,la Dreta de l'Eixample,needs refurb,Penthouse,3,121,Yes,exterior, floor 7,790000
2603,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,140,Yes,exterior, floor 1,545000
2604,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,needs refurb,Flat,3,100,Yes,exterior, floor 1,430000
2605,Barcelona,Sant Andreu,el Bon Pastor,needs refurb,Flat,3,75,Yes,exterior, floor 1,120000
2606,Barcelona,Les Corts,Pedralbes,needs refurb,Flat,3,65,Yes,exterior, floor 7,395000
2607,Barcelona,Eixample,la Dreta de l'Eixample,needs refurb,Flat,6,338,Yes,exterior, floor 1,1060000
2608,Barcelona,Sants-Montjuïc,Sants,needs refurb,Flat,1,42,No,interior,ground floor,125000
2609,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,4,174,Yes,exterior, floor 4,680000
2610,Barcelona,Ciutat Vella,el Raval,needs refurb,Penthouse,3,59,No,exterior, floor 3,178500
2611,Barcelona,Horta-Guinardó,el Baix Guinardó,needs refurb,Flat,4,95,Yes,exterior, floor 4,340000
2612,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,3,170,Yes,exterior, floor 2,980000
2613,Barcelona,Eixample,el Fort Pienc,needs refurb,Flat,4,100,Yes,exterior, floor 1,325000
2614,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,88,No,exterior, floor 5,425000
2615,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,3,73,No,exterior,mezzanine,554000
2616,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,needs refurb,Flat,4,95,Yes,exterior, floor 3,368600
2617,Barcelona,Nou Barris,Porta,needs refurb,Flat,4,75,Yes,interior, floor 2,190000
2618,Barcelona,Nou Barris,Porta,needs refurb,Flat,2,50,Yes,exterior, floor 4,149000
2619,Barcelona,Eixample,la Nova Esquerra de l'Eixample,needs refurb,Flat,2,43,No,exterior, floor 5,179000
2620,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,needs refurb,Flat,2,51,Yes,exterior, floor 1,249000
2621,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,5,160,Yes,exterior, floor 3,619000
2622,Barcelona,Eixample,la Dreta de l'Eixample,needs refurb,Penthouse,2,130,Yes,exterior, floor 7,620000
2623,Barcelona,Eixample,la Dreta de l'Eixample,needs refurb,Penthouse,3,130,Yes,exterior, floor 7,650000
2624,Barcelona,Eixample,la Dreta de l'Eixample,needs refurb,Penthouse,2,190,Yes,exterior, floor 8,650000
2625,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,needs refurb,Flat,4,93,Yes,exterior, floor 4,330000
2626,Barcelona,Sant Martí,la Verneda i la Pau,needs refurb,Flat,3,60,Yes,exterior, floor 16,180000
2627,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,needs refurb,Flat,2,90,Yes,exterior, floor 3,288000
2628,Barcelona,Sant Andreu,Sant Andreu,needs refurb,Flat,3,66,Yes,exterior, floor 2,195000
2629,Barcelona,Horta-Guinardó,el Guinardó,needs refurb,Flat,4,98,Yes,interior, floor 2,245000
2630,Barcelona,Eixample,la Nova Esquerra de l'Eixample,needs refurb,Flat,1,60,Yes,interior,mezzanine,260000
2631,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,needs refurb,Flat,3,110,Yes,exterior, floor 2,370000
2632,Barcelona,Gràcia,la Vila de Gràcia,needs refurb,Penthouse,5,230,Yes,exterior, floor 8,1150000
2633,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,needs refurb,Penthouse,5,231,Yes,exterior, floor 8,1150000
2634,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Duplex,7,300,Yes,exterior, floor 2,1000000
2635,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,3,100,Yes,exterior, floor 2,450000
2636,Barcelona,Sant Martí,el Poblenou,needs refurb,Flat,3,49,Yes,exterior,ground floor,155000
2637,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,needs refurb,Flat,4,88,Yes,exterior, floor 3,300000
2638,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,needs refurb,Flat,4,120,Yes,exterior, floor 4,370000
2639,Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,needs refurb,Duplex,2,69,Yes,exterior, floor 2,220000
2640,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,4,100,Yes,exterior, floor 2,375000
2641,Barcelona,Sant Martí,el Poblenou,needs refurb,Flat,3,75,No,exterior, floor 2,279000
2642,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,needs refurb,Flat,4,134,Yes,exterior, floor 2,675000
2643,Barcelona,Les Corts,Pedralbes,needs refurb,Flat,3,148,Yes,exterior, floor 1,718500
2644,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,needs refurb,Flat,4,132,Yes,exterior,ground floor,330000
2645,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,2,141,Yes,exterior, floor 5,597500
2646,Barcelona,Sant Martí,el Poblenou,needs refurb,Flat,3,69,Yes,exterior, floor 2,300000
2647,Barcelona,Les Corts,Pedralbes,needs refurb,Flat,3,95,Yes,exterior,ground floor,395000
2648,Barcelona,Ciutat Vella,el Raval,needs refurb,Penthouse,2,73,No,exterior, floor 5,199000
2649,Barcelona,Horta-Guinardó,Sant Genís dels Agudells,needs refurb,Detached,10,297,No,exterior,Multiple,795000
2650,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Penthouse,4,185,Yes,exterior, floor 6,1390000
2651,Barcelona,Horta-Guinardó,el Carmel,needs refurb,Detached,4,140,No,exterior,Multiple,520000
2652,Barcelona,Gràcia,el Coll,needs refurb,Detached,4,294,No,exterior,Multiple,1800000
2653,Barcelona,Horta-Guinardó,la Font d'en Fargues,needs refurb,Detached,6,224,No,exterior,Multiple,720000
2654,Barcelona,Eixample,la Sagrada Família,needs refurb,Flat,3,83,Yes,exterior, floor 2,280000
2655,Barcelona,Eixample,la Dreta de l'Eixample,needs refurb,Flat,5,129,Yes,exterior, floor 4,475000
2656,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,4,174,Yes,exterior,mezzanine,900000
2657,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Flat,4,120,Yes,exterior, floor 1,415000
2658,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,92,Yes,exterior, floor 2,395000
2659,Barcelona,Sant Martí,la Verneda i la Pau,needs refurb,Flat,3,91,Yes,exterior, floor 5,189000
2660,Barcelona,Sarrià-Sant Gervasi,Sarrià,needs refurb,Flat,1,43,Yes,exterior, floor 2,245000
2661,Barcelona,Ciutat Vella,la Barceloneta,needs refurb,Flat,2,35,No,exterior, floor 5,160000
2662,Barcelona,Eixample,el Fort Pienc,needs refurb,Flat,3,75,Yes,exterior,mezzanine,180000
2663,Barcelona,Sant Andreu,Sant Andreu,needs refurb,Flat,3,66,Yes,exterior, floor 1,195000
2664,Barcelona,Sants-Montjuïc,la Marina de Port,needs refurb,Flat,4,90,Yes,exterior, floor 5,225000
2665,Barcelona,Ciutat Vella,el Raval,needs refurb,Flat,3,59,Yes,interior, floor 5,140000
2666,Barcelona,Les Corts,les Corts,needs refurb,Penthouse,3,101,Yes,exterior, floor 7,450000
2667,Barcelona,Gràcia,Vallcarca i els Penitents,needs refurb,Flat,1,62,No,exterior,ground floor,210000
2668,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Detached,7,566,No,exterior,Multiple,2900000
2669,Barcelona,Ciutat Vella,el Raval,needs refurb,Flat,1,51,No,exterior, floor 3,150000
2670,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,needs refurb,Flat,3,88,Yes,exterior, floor 7,320000
2671,Barcelona,Sants-Montjuïc,la Bordeta,needs refurb,Flat,3,74,Yes,exterior, floor 1,225000
2672,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,125,Yes,exterior, floor 3,598000
2673,Barcelona,Eixample,la Sagrada Família,needs refurb,Flat,3,93,Yes,exterior, floor 4,540000
2674,Barcelona,Les Corts,les Corts,needs refurb,Flat,2,80,Yes,exterior, floor 4,295000
2675,Barcelona,Horta-Guinardó,el Carmel,needs refurb,Flat,3,60,No,exterior, floor 2,135000
2676,Barcelona,Horta-Guinardó,el Baix Guinardó,needs refurb,Flat,5,124,Yes,exterior, floor 4,375000
2677,Barcelona,Gràcia,la Vila de Gràcia,needs refurb,Flat,1,52,Yes,exterior, floor 1,295000
2678,Barcelona,Ciutat Vella,el Barri Gòtic,needs refurb,Flat,2,158,No,exterior, floor 2,560000
2679,Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,needs refurb,Flat,4,79,Yes,exterior, floor 4,195000
2680,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,needs refurb,Penthouse,4,329,Yes,exterior, floor 8,1350000
