,prices,address,description
33,"279,500€","Flat / Apartment in calle de Còrsega, NN, La Sagrada Família, Barcelona",2 bed 69 m² Floor 1 exterior with lift 
34,"395,000€","Flat / Apartment in calle de Sant Quintí, 41, El Camp de l'Arpa del Clot, Barcelona",4 bed 113 m² Floor 3 exterior with lift 
35,"240,000€","Flat / Apartment in paseo de Fabra i Puig, 193, Vilapicina i la Torre Llobeta, Barcelona",3 bed 72 m² Floor 2 exterior with lift 
36,"285,000€","Duplex in calle del Repartidor, La Salut, Barcelona",2 bed 94 m² Ground floor exterior with lift 
37,"375,000€","Flat / Apartment in Independencia, El Camp de l'Arpa del Clot, Barcelona",3 bed 103 m² Floor 4 exterior with lift 
38,"850,000€","Penthouse in calle Mallorca, La Dreta de l'Eixample, Barcelona",1 bed 150 m² Floor 8 exterior with lift 
39,"489,000€","Flat / Apartment in La Nova Esquerra de l'Eixample, Barcelona",2 bed 80 m²  exterior with lift 
40,"629,000€","Flat / Apartment in GRAN VIA DE LES CORTS CATALANES, 423, La Nova Esquerra de l'Eixample, Barcelona",4 bed 148 m² Floor 1 exterior with lift 
41,"665,000€","Detached house in Vallvidrera - El Tibidabo i les Planes, Barcelona",3 bed 155 m² 
42,"395,000€","Terraced house in Vallvidrera - El Tibidabo i les Planes, Barcelona",3 bed 116 m² 
43,"625,000€","Detached house in Vallvidrera - El Tibidabo i les Planes, Barcelona",5 bed 220 m² 
44,"1,350,000€","Detached house in Vallvidrera - El Tibidabo i les Planes, Barcelona",6 bed 480 m² 
45,"595,000€","Penthouse in calle de la Mare de Déu dels Reis, Vallcarca i els Penitents, Barcelona",3 bed 140 m² Floor 3 exterior with lift 
46,"185,000€","Flat / Apartment in calle de l'Arc del Teatre, NN, El Raval, Barcelona",1 bed 50 m² Mezzanine exterior without lift 
47,"990,000€","Flat / Apartment in paseo de Manuel Girona, Pedralbes, Barcelona",4 bed 180 m² Floor 4 exterior with lift 
48,"1,600,000€","Flat / Apartment in via Augusta, Sant Gervasi - Galvany, Barcelona",6 bed 305 m² Floor 1 exterior with lift 
49,"420,000€","Flat / Apartment in Loreto, Les Corts, Barcelona",4 bed 105 m² Floor 6 exterior with lift 
50,"299,000€","Flat / Apartment in calle de les Beates, Sant Pere - Santa Caterina i la Ribera, Barcelona",5 bed 80 m² Mezzanine interior without lift 
51,"2,750,000€","Flat / Apartment in paseo de Gràcia, La Dreta de l'Eixample, Barcelona",4 bed 231 m² Floor 3 exterior with lift 
52,"685,000€","Flat / Apartment in plaza de la Universidad, El Raval, Barcelona",3 bed 109 m² Floor 2 exterior with lift 
53,"760,000€","Flat / Apartment in calle del Consell de Cent, La Dreta de l'Eixample, Barcelona",4 bed 145 m² Floor 4 exterior with lift 
54,"550,000€","Duplex in calle d'En Llàstics, Sant Pere - Santa Caterina i la Ribera, Barcelona",2 bed 89 m² Floor 1 exterior with lift 
55,"1,075,000€","Terraced house in carretera del Prat, La Marina del Port, Barcelona",5 bed 295 m² 
56,"990,000€","Flat / Apartment in calle de Còrsega, La Dreta de l'Eixample, Barcelona",5 bed 182 m² Mezzanine exterior with lift 
57,"1,150,000€","Flat / Apartment in paseo de Manuel Girona, Sarrià, Barcelona",5 bed 217 m² Floor 4 exterior with lift 
58,"1,145,000€","Flat / Apartment in calle de la Portaferrissa, El Gòtic, Barcelona",4 bed 172 m² Floor 2 exterior with lift 
59,"1,100,000€","Flat / Apartment in calle Bori i Fontestà, Sant Gervasi - Galvany, Barcelona",3 bed 220 m² Floor 1 exterior with lift 
60,"290,000€","Penthouse in Les Corts, Barcelona",2 bed 72 m² Floor 6  with lift 
61,"299,000€","Flat / Apartment in El Clot, Barcelona",4 bed 90 m² Floor 8  with lift 
62,"750,000€","Flat / Apartment in Sant Gervasi - Galvany, Barcelona",5 bed 150 m² Floor 1 exterior with lift 
63,"550,000€","Penthouse in La Nova Esquerra de l'Eixample, Barcelona",4 bed 197 m² Floor 4 exterior with lift 
64,"950,000€","Penthouse in Sant Gervasi - Galvany, Barcelona",5 bed 160 m² Floor 3 exterior with lift 
65,"625,000€","Flat / Apartment in calle de Laforja, NN, Sant Gervasi - Galvany, Barcelona",4 bed 111 m²  exterior with lift 
66,"530,000€","Flat / Apartment in Gran Via de les Corts Catalanes, El Fort Pienc, Barcelona",7 bed 150 m² Floor 4 exterior with lift 
67,"245,000€","Flat / Apartment in calle d'Aragó, La Dreta de l'Eixample, Barcelona",3 bed 80 m² Floor 2 exterior with lift 
68,"339,000€","Flat / Apartment in calle de la Riereta, El Raval, Barcelona",1 bed 60 m² Floor 1 interior with lift 
69,"750,000€","Flat / Apartment in L'Antiga Esquerra de l'Eixample, Barcelona",4 bed 140 m² Floor 11 exterior with lift 
70,"335,000€","Detached house in Vallvidrera - El Tibidabo i les Planes, Barcelona",3 bed 83 m² 
71,"1,350,000€","Detached house in Vallvidrera - El Tibidabo i les Planes, Barcelona",6 bed 519 m² 
72,"300,000€","Flat / Apartment in calle de Praga, 18, El Baix Guinardó, Barcelona",3 bed 85 m²  exterior with lift 
73,"245,000€","Flat / Apartment in calle de Badalona, Sants, Barcelona",3 bed 84 m² Floor 2 exterior without lift 
74,"630,000€","Flat / Apartment in El Gòtic, Barcelona",4 bed 156 m² Floor 2 exterior with lift 
75,"675,000€","Detached house in Vallvidrera - El Tibidabo i les Planes, Barcelona",4 bed 304 m² 
76,"192,000€","Flat / Apartment in El Camp de l'Arpa del Clot, Barcelona",3 bed 68 m² Mezzanine exterior with lift 
77,"159,000€","Flat / Apartment in calle del Llobregós, El Carmel, Barcelona",2 bed 55 m² Floor 2 exterior with lift 
78,"190,000€","Flat / Apartment in ESPIGA, El Congrés i els Indians, Barcelona",3 bed 65 m² Floor 3 exterior with lift 
79,"215,000€","Flat / Apartment in calle del Moianès, La Bordeta, Barcelona",3 bed 75 m² Floor 2 interior with lift 
80,"230,000€","Flat / Apartment in calle de Pavia, Sants - Badal, Barcelona",3 bed 70 m² Floor 1 interior with lift 
81,"165,000€","Flat / Apartment in calle de Bonsoms, Sants - Badal, Barcelona",3 bed 60 m² Floor 5 exterior with lift 
82,"287,000€","Flat / Apartment in roca boronat, El Poblenou, Barcelona",3 bed 68 m² Floor 3 exterior with lift 
83,"630,000€","Flat / Apartment in avenida de Josep Tarradellas, L'Antiga Esquerra de l'Eixample, Barcelona",2 bed 84 m² Floor 1 exterior with lift 
84,"349,000€","Flat / Apartment in calle de Guillem Tell, 21, El Putxet i el Farró, Barcelona",3 bed 95 m² Floor 2 exterior with lift 
85,"229,000€","Flat / Apartment in Gran Vía de les Corts Catalanes, Provençals del Poblenou, Barcelona",3 bed 73 m² Floor 8 exterior with lift 
86,"195,000€","Flat / Apartment in Provençals del Poblenou, Barcelona",4 bed 79 m² Floor 4 exterior with lift 
87,"698,000€","Flat / Apartment in La Vila Olímpica del Poblenou, Barcelona",4 bed 139 m² Floor 3 exterior with lift 
88,"925,000€","Flat / Apartment in La Dreta de l'Eixample, Barcelona",2 bed 106 m²  exterior with lift 
89,"595,000€","Semi-detached house in La Font d'En Fargues, Barcelona",5 bed 160 m² 
90,"850,000€","Flat / Apartment in La Dreta de l'Eixample, Barcelona",2 bed 142 m²  exterior with lift 
91,"360,000€","Flat / Apartment in Les Corts, Barcelona",2 bed 88 m² Floor 3 exterior with lift 
92,"99,000€","Flat / Apartment in calle d'Alfons el Magnànim, El Besòs, Barcelona",2 bed 52 m² Floor 1 exterior without lift 
93,"190,000€","Flat / Apartment in calle de la Reina Amàlia, El Raval, Barcelona",4 bed 68 m² Floor 2 exterior without lift 
94,"299,000€","Flat / Apartment in calle de los castillejos, La Sagrada Família, Barcelona",3 bed 84 m² Mezzanine  with lift 
95,"399,000€","Flat / Apartment in calle del Comte Borrell, La Nova Esquerra de l'Eixample, Barcelona",3 bed 90 m² Floor 5 exterior with lift 
96,"280,000€","Penthouse in calle de Villarroel, L'Antiga Esquerra de l'Eixample, Barcelona",2 bed 62 m² Floor 6 exterior with lift 
97,"590,000€","Flat / Apartment in paseo de Sant Gervasi, El Putxet i el Farró, Barcelona",2 bed 80 m² Floor 3 exterior with lift 
98,"185,000€","Flat / Apartment in marques de barbera, El Raval, Barcelona",1 bed 50 m² Floor 2 exterior without lift 
99,"1,295,000€","Detached house in Vallvidrera - El Tibidabo i les Planes, Barcelona",3 bed 300 m² 
100,"295,000€","Flat / Apartment in El Gòtic, Barcelona",4 bed 114 m² Floor 2 exterior without lift 
101,"425,000€","Flat / Apartment in paseo de Sant Gervasi, El Putxet i el Farró, Barcelona",4 bed 118 m² Floor 3 exterior with lift 
102,"560,000€","Flat / Apartment in calle de Sepúlveda, Sant Antoni, Barcelona",4 bed 143 m² Floor 3 exterior with lift 
103,"610,000€","Flat / Apartment in calle Industria, La Sagrada Família, Barcelona",4 bed 95 m² Floor 4 exterior with lift 
104,"260,000€","Flat / Apartment in calle d'Arizala, La Maternitat i Sant Ramon, Barcelona",3 bed 60 m² Floor 3 exterior with lift 
105,"850,000€","Flat / Apartment in calle de Avenir, Sant Gervasi - Galvany, Barcelona",4 bed 150 m² Floor 4 interior with lift 
106,"229,000€","Flat / Apartment in calle de Craywinckel, El Putxet i el Farró, Barcelona",2 bed 60 m² Ground floor exterior with lift 
107,"360,000€","Flat / Apartment in Gran Via de les Corts Catalanes, La Nova Esquerra de l'Eixample, Barcelona",2 bed 88 m² Floor 3 exterior with lift 
108,"350,000€","Flat / Apartment in travesía de Gràcia, El Camp d'En Grassot i Gràcia Nova, Barcelona",2 bed 90 m² Ground floor exterior with lift 
109,"288,000€","Flat / Apartment in calle de Portbou, Sants - Badal, Barcelona",2 bed 67 m² Floor 2 exterior with lift 
110,"1,686,000€","Flat / Apartment in paseo de Garcia Fària, 79, Diagonal Mar i el Front Marítim del Poblenou, Barcelona",4 bed 170 m² Floor 6 exterior with lift 
111,"238,000€","Flat / Apartment in ronda de la Guineueta Vella, Canyelles, Barcelona",3 bed 77 m² Floor 3 exterior with lift 
112,"720,000€","Flat / Apartment in Roca I Batlle, El Putxet i el Farró, Barcelona",3 bed 145 m² Floor 3 exterior with lift 
113,"99,000€","Flat / Apartment in El Besòs, Barcelona",2 bed 52 m² Floor 1 exterior without lift 
114,"1,125,000€","Flat / Apartment in L'Antiga Esquerra de l'Eixample, Barcelona",4 bed 163 m²  exterior with lift 
115,"2,750,000€","Detached house in Vallvidrera - El Tibidabo i les Planes, Barcelona",8 bed 483 m² 
116,"1,850,000€","Detached house in Vallvidrera - El Tibidabo i les Planes, Barcelona",6 bed 380 m² 
117,"835,000€","Flat / Apartment in Vila de Gràcia, Barcelona",3 bed 122 m² Floor 4 exterior with lift 
118,"629,000€","Flat / Apartment in GRAN VIA DE LES CORTS CATALANES, 426, Sant Antoni, Barcelona",4 bed 148 m² Floor 1 exterior with lift 
119,"210,000€","Penthouse in calle de Sepúlveda, Sant Antoni, Barcelona",1 bed 34 m² Floor 6 exterior with lift 
120,"200,000€","Flat / Apartment in calle Industria, El Camp de l'Arpa del Clot, Barcelona",2 bed 66 m² Floor 3 exterior without lift 
121,"420,000€","Flat / Apartment in calle del Cardenal Reig, La Maternitat i Sant Ramon, Barcelona",4 bed 90 m² Floor 7 exterior with lift 
122,"395,000€","Flat / Apartment in calle de Saragossa, El Putxet i el Farró, Barcelona",3 bed 93 m² Floor 1 exterior with lift 
123,"360,000€","Penthouse in calle de Tortellà, El Poblenou, Barcelona",2 bed 92 m² Floor 3 exterior without lift 
124,"299,000€","Flat / Apartment in Sant Pere - Santa Caterina i la Ribera, Barcelona",4 bed 84 m² Ground floor exterior without lift 
125,"299,000€","Flat / Apartment in El Poble Sec - Parc de Montjuïc, Barcelona",2 bed 81 m² Floor 4 exterior with lift 
126,"200,000€","Flat / Apartment in Les Corts, Barcelona",2 bed 50 m² Floor 1 interior with lift 
127,"449,000€","Flat / Apartment in calle de Teodor Llorente, El Guinardó, Barcelona",3 bed 95 m² Floor 6 exterior with lift 
128,"950,000€","Flat / Apartment in Muntaner, 570, Sant Gervasi - La Bonanova, Barcelona",4 bed 170 m² Mezzanine exterior with lift 
129,"245,000€","Flat / Apartment in rambla de Prim, La Verneda i la Pau, Barcelona",4 bed 92 m² Floor 3 exterior with lift 
130,"99,000€","Flat / Apartment in calle d'Alfons el Magnànim, El Besòs, Barcelona",2 bed 49 m² Floor 1 exterior without lift 
131,"230,000€","Flat / Apartment in calle d'Andrade, 218, La Verneda i la Pau, Barcelona",4 bed 87 m² Floor 10 exterior with lift 
132,"265,000€","Flat / Apartment in calle de París, La Nova Esquerra de l'Eixample, Barcelona",2 bed 71 m² Floor 3 exterior with lift 
133,"549,000€","Flat / Apartment in Pintor Tapito, La Maternitat i Sant Ramon, Barcelona",4 bed 125 m² Floor 1 exterior with lift 
134,"466,000€","Penthouse in calle Merida, El Bon Pastor, Barcelona",3 bed 130 m² Floor 6 exterior with lift 
135,"520,000€","Flat / Apartment in calle del Rosselló, La Nova Esquerra de l'Eixample, Barcelona",4 bed 124 m² Floor 4 exterior with lift 
136,"176,000€","Flat / Apartment in calle de Bunyola, Porta, Barcelona",3 bed 69 m² Floor 3 exterior with lift 
137,"119,000€","Flat / Apartment in calle de la Foradada, La Trinitat Vella, Barcelona",3 bed 65 m² Floor 3 exterior without lift 
138,"280,000€","Flat / Apartment in calle de Miquel Àngel, Sants, Barcelona",3 bed 76 m² Floor 2 exterior with lift 
139,"310,000€","Flat / Apartment in Les Corts, Barcelona",3 bed 86 m² Floor 1  with lift 
140,"295,000€","Flat / Apartment in Hostafrancs, Barcelona",4 bed 88 m² Floor 5 interior with lift 
141,"640,000€","Flat / Apartment in Sant Gervasi - Galvany, Barcelona",4 bed 149 m² Floor 1 exterior with lift 
142,"429,000€","Penthouse in Vallcarca i els Penitents, Barcelona",1 bed 80 m² Floor 4 exterior with lift 
143,"228,000€","Flat / Apartment in calle de Radas, El Poble Sec - Parc de Montjuïc, Barcelona",2 bed 69 m² Floor 4 exterior without lift 
144,"395,000€","Flat / Apartment in calle de Ausias March, El Fort Pienc, Barcelona",3 bed 87 m² Floor 1 exterior with lift 
145,"470,000€","Penthouse in El Coll, Barcelona",2 bed 110 m² Floor 4  with lift 
146,"269,000€","Flat / Apartment in Floridablanca, Sant Antoni, Barcelona",2 bed 88 m² Ground floor exterior with lift 
147,"275,000€","Flat / Apartment in calle de Vila i Vilà, 76, El Poble Sec - Parc de Montjuïc, Barcelona",2 bed 70 m² Mezzanine exterior with lift 
148,"635,000€","Flat / Apartment in ronda del General Mitre, 227, El Putxet i el Farró, Barcelona",3 bed 148 m² Floor 2 exterior with lift 
149,"410,000€","Flat / Apartment in paseo de Montjuïc, El Poble Sec - Parc de Montjuïc, Barcelona",3 bed 117 m² Floor 4 exterior with lift 
150,"185,000€","Flat / Apartment in calle de Huelva, 85, Sant Martí de Provençals, Barcelona",3 bed 74 m² Floor 2 exterior without lift 
151,"285,000€","Flat / Apartment in calle de la Diputació, 483, El Fort Pienc, Barcelona",2 bed 72 m² Floor 3 exterior with lift 
152,"2,450,000€","Flat / Apartment in rambla de Catalunya, 3, La Dreta de l'Eixample, Barcelona",3 bed 290 m² Mezzanine exterior with lift 
153,"369,000€","Flat / Apartment in calle de Còrsega, NN, La Sagrada Família, Barcelona",5 bed 123 m² Floor 1 exterior with lift 
154,"250,000€","Flat / Apartment in calle de Carreras i Candi, Sants - Badal, Barcelona",3 bed 83 m² Floor 4 exterior with lift 
155,"169,800€","Flat / Apartment in calle de la Garrotxa, El Guinardó, Barcelona",3 bed 65 m² Floor 2 interior without lift 
156,"220,000€","Flat / Apartment in calle del Guadiana, Sants, Barcelona",3 bed 60 m² Floor 3 exterior with lift 
157,"165,000€","Flat / Apartment in calle de Bonsoms, Sants - Badal, Barcelona",3 bed 60 m² Floor 5 exterior with lift 
158,"220,000€","Flat / Apartment in calle del Guadiana, Sants, Barcelona",3 bed 60 m² Floor 3 exterior with lift 
159,"245,000€","Flat / Apartment in calle del Doctor Pi i Molist, Porta, Barcelona",2 bed 71 m² Floor 1 exterior without lift 
160,"200,000€","Flat / Apartment in El Raval, Barcelona",2 bed 76 m² Floor 2 interior without lift 
161,"398,000€","Flat / Apartment in avenida Diagonal, El Poblenou, Barcelona",2 bed 82 m² Floor 3 exterior with lift 
162,"129,000€","Flat / Apartment in calle de Bassegoda, Sants - Badal, Barcelona",1 bed 33 m² Ground floor exterior with lift 
163,"310,000€","Flat / Apartment in verdi, Vila de Gràcia, Barcelona",3 bed 60 m² Floor 1 exterior without lift 
164,"3,990,000€","House in Pedralbes, Barcelona",5 bed 600 m² 
165,"349,000€","Flat / Apartment in El Raval, Barcelona",3 bed 86 m² Floor 1 exterior with lift 
166,"845,000€","Flat / Apartment in Sant Gervasi - La Bonanova, Barcelona",3 bed 160 m² Ground floor exterior with lift 
167,"570,000€","Flat / Apartment in L'Antiga Esquerra de l'Eixample, Barcelona",3 bed 122 m² Mezzanine exterior with lift 
168,"270,000€","Flat / Apartment in calle de Sant Pere Mitjà, Sant Pere - Santa Caterina i la Ribera, Barcelona",3 bed 86 m² Floor 1 exterior without lift 
169,"630,000€","Flat / Apartment in El Camp d'En Grassot i Gràcia Nova, Barcelona",3 bed 149 m²  exterior with lift 
170,"139,000€","Flat / Apartment in calle de la Florida, La Prosperitat, Barcelona",3 bed 62 m² Floor 1 exterior without lift 
171,"215,000€","Flat / Apartment in via Favència, Canyelles, Barcelona",3 bed 96 m² Floor 12 exterior with lift 
172,"463,000€","Flat / Apartment in AV MADRID, Sants - Badal, Barcelona",3 bed 120 m² Floor 6 exterior with lift 
173,"239,000€","Flat / Apartment in calle dels Jocs Florals, Sants, Barcelona",3 bed 150 m² Ground floor exterior without lift 
174,"283,000€","Flat / Apartment in calle de Grau i Torras, 30, La Barceloneta, Barcelona",3 bed 56 m² Floor 3 exterior without lift 
175,"405,000€","Flat / Apartment in calle de Vallhonrat, El Poble Sec - Parc de Montjuïc, Barcelona",4 bed 81 m² Floor 4 exterior with lift 
176,"425,000€","Flat / Apartment in calle del Comte Borrell, 183, La Nova Esquerra de l'Eixample, Barcelona",4 bed 113 m² Floor 5 exterior with lift 
177,"320,000€","Flat / Apartment in calle de la Cendra, 20, El Raval, Barcelona",3 bed 83 m² Floor 3 exterior with lift 
178,"349,000€","Flat / Apartment in calle de Sant Antoni Maria Claret, 94, El Camp d'En Grassot i Gràcia Nova, Barcelona",4 bed 116 m² Floor 3 exterior with lift 
179,"418,200€","Flat / Apartment in calle Escocia, 75, Vilapicina i la Torre Llobeta, Barcelona",3 bed 83 m² Floor 3 exterior with lift 
180,"260,000€","Flat / Apartment in calle de la Mare de Déu de Port, 106, La Marina del Port, Barcelona",3 bed 101 m² Floor 3 exterior without lift 
181,"439,000€","Flat / Apartment in calle de Lepant, 323, La Sagrada Família, Barcelona",4 bed 123 m² Floor 7 exterior with lift 
182,"1,600,000€","Flat / Apartment in calle de Nicaragua, 75, Les Corts, Barcelona",2 bed 185 m² Floor 5 exterior with lift 
183,"206,000€","Flat / Apartment in calle de Felip II, NN, El Congrés i els Indians, Barcelona",3 bed 73 m² Floor 3 exterior with lift 
184,"360,000€","Flat / Apartment in calle de Provença, 120, La Nova Esquerra de l'Eixample, Barcelona",4 bed 98 m² Floor 1 exterior with lift 
185,"250,000€","Flat / Apartment in calle Nou de la Rambla, 40, El Raval, Barcelona",3 bed 80 m² Floor 2 exterior without lift 
186,"240,000€","Flat / Apartment in calle de la Mare de Déu del Pilar, 8, Sant Pere - Santa Caterina i la Ribera, Barcelona",2 bed 63 m² Mezzanine exterior without lift 
187,"1,650,000€","Flat / Apartment in calle de Casp, La Dreta de l'Eixample, Barcelona",3 bed 114 m² Mezzanine exterior with lift 
188,"2,290,000€","Flat / Apartment in paseo de Gràcia, La Dreta de l'Eixample, Barcelona",3 bed 217 m² Floor 3 exterior with lift 
189,"360,000€","Flat / Apartment in calle del Comte Borrell, La Nova Esquerra de l'Eixample, Barcelona",2 bed 72 m² Floor 1 exterior with lift 
190,"560,000€","Flat / Apartment in avenida Diagonal, Les Corts, Barcelona",4 bed 95 m² Floor 7 exterior with lift 
191,"525,000€","Flat / Apartment in calle de Can Bruixa, Les Corts, Barcelona",4 bed 91 m² Floor 2 exterior with lift 
192,"1,975,000€","Flat / Apartment in calle de Pau Claris, La Dreta de l'Eixample, Barcelona",4 bed 225 m² Floor 2 exterior with lift 
193,"595,000€","Flat / Apartment in travesía de Dalt, La Salut, Barcelona",4 bed 122 m² Floor 5 exterior with lift 
194,"1,430,000€","Penthouse in calle d'Enric Granados, L'Antiga Esquerra de l'Eixample, Barcelona",3 bed 90 m² Floor 5 exterior with lift 
195,"1,190,000€","Flat / Apartment in calle de Balmes, Sant Gervasi - Galvany, Barcelona",6 bed 274 m² Floor 2 exterior with lift 
196,"4,000,000€","Flat / Apartment in paseo de la Bonanova, Sant Gervasi - La Bonanova, Barcelona",6 bed 492 m² Floor 1 exterior with lift 
197,"850,000€","Penthouse in calle de Mallorca, La Dreta de l'Eixample, Barcelona",1 bed 126 m² Floor 6 exterior with lift 
198,"390,000€","Flat / Apartment in calle de Sardenya, El Parc i la Llacuna del Poblenou, Barcelona",2 bed 62 m² Floor 1 exterior with lift 
199,"400,000€","Flat / Apartment in calle de Sardenya, El Parc i la Llacuna del Poblenou, Barcelona",1 bed 64 m² Floor 1 exterior with lift 
200,"1,800,000€","Flat / Apartment in rambla de Catalunya, La Dreta de l'Eixample, Barcelona",6 bed 237 m² Mezzanine exterior with lift 
201,"1,950,000€","Flat / Apartment in paseo de Gràcia, La Dreta de l'Eixample, Barcelona",3 bed 200 m² Floor 5 exterior with lift 
202,"890,000€","Flat / Apartment in calle de Balmes, L'Antiga Esquerra de l'Eixample, Barcelona",3 bed 134 m² Floor 3 exterior with lift 
203,"2,450,000€","Flat / Apartment in rambla de Catalunya, La Dreta de l'Eixample, Barcelona",7 bed 259 m² Floor 6 exterior with lift 
204,"5,000,000€","Flat / Apartment in calle de Provença, La Dreta de l'Eixample, Barcelona",4 bed 475 m² Floor 3 exterior with lift 
205,"540,000€","Flat / Apartment in Gran Via de les Corts Catalanes, La Bordeta, Barcelona",4 bed 115 m² Floor 5 exterior with lift 
206,"1,250,000€","Flat / Apartment in calle de Balmes, El Putxet i el Farró, Barcelona",6 bed 257 m² Floor 6 exterior with lift 
207,"1,290,000€","Flat / Apartment in via Laietana, Sant Pere - Santa Caterina i la Ribera, Barcelona",4 bed 269 m² Mezzanine exterior with lift 
208,"660,000€","Flat / Apartment in ronda de la Universitat, La Dreta de l'Eixample, Barcelona",3 bed 120 m² Floor 2 exterior with lift 
209,"439,000€","Flat / Apartment in calle de Lepant, La Sagrada Família, Barcelona",3 bed 94 m² Floor 2 exterior with lift 
210,"650,000€","Flat / Apartment in Gran Via de les Corts Catalanes, Sant Antoni, Barcelona",3 bed 120 m² Mezzanine exterior with lift 
211,"690,000€","Penthouse in calle de la Marina, El Fort Pienc, Barcelona",5 bed 164 m² Floor 7 exterior with lift 
212,"363,400€","Flat / Apartment in calle d'Ausiàs Marc, La Dreta de l'Eixample, Barcelona",2 bed 74 m² Mezzanine exterior with lift 
213,"840,000€","Flat / Apartment in via Laietana, Sant Pere - Santa Caterina i la Ribera, Barcelona",2 bed 129 m² Mezzanine exterior with lift 
214,"720,000€","Flat / Apartment in via Laietana, Sant Pere - Santa Caterina i la Ribera, Barcelona",2 bed 93 m² Floor 1 exterior with lift 
215,"880,000€","Flat / Apartment in via Laietana, Sant Pere - Santa Caterina i la Ribera, Barcelona",3 bed 134 m² Floor 1 exterior with lift 
