,prices,address,description
35,"619,000€","Flat / Apartment in calle d'Aragó, L'Antiga Esquerra de l'Eixample, Barcelona",5 bed 160 m² Floor 3  with lift 
36,"160,000€","Flat / Apartment in paredes, La Barceloneta, Barcelona",2 bed 35 m² Floor 5 exterior without lift 
37,"180,000€","Flat / Apartment in Gran Via de les Corts Catalanes, 796, El Fort Pienc, Barcelona",3 bed 75 m² Mezzanine exterior with lift 
38,"195,000€","Flat / Apartment in calle de Ramon Batlle, Sant Andreu, Barcelona",3 bed 66 m² Floor 1 exterior with lift 
39,"225,000€","Flat / Apartment in Foneria, La Marina del Port, Barcelona",4 bed 90 m² Floor 5 exterior with lift 
40,"140,000€","Flat / Apartment in avenida del Paral·lel, El Raval, Barcelona",3 bed 59 m² Floor 5 interior with lift 
41,"445,000€","Flat / Apartment in calle de Brusi, Sant Gervasi - Galvany, Barcelona",4 bed 115 m² Floor 2 exterior with lift 
42,"450,000€","Penthouse in Dolors Masferrer i Bosch, Les Corts, Barcelona",3 bed 101 m² Floor 7 exterior with lift 
43,"610,000€","Flat / Apartment in Sarrià, Barcelona",4 bed 162 m²   with lift 
44,"3,265,000€","Penthouse in Sant Gervasi - Galvany, Barcelona",5 bed 446 m²  exterior with lift 
45,"210,000€","Flat / Apartment in calle de Verdi, Vallcarca i els Penitents, Barcelona",1 bed 62 m² Ground floor exterior without lift 
46,"820,000€","Flat / Apartment in El Putxet i el Farró, Barcelona",5 bed 239 m²   with lift 
47,"590,000€","Flat / Apartment in L'Antiga Esquerra de l'Eixample, Barcelona",3 bed 131 m² 
48,"2,900,000€","House in Sant Gervasi - Galvany, Barcelona",7 bed 566 m² 
49,"150,000€","Flat / Apartment in El Raval, Barcelona",1 bed 51 m² Floor 3 exterior without lift 
50,"870,000€","Penthouse in El Putxet i el Farró, Barcelona",4 bed 225 m²  exterior with lift 
51,"1,290,000€","Penthouse in Sant Gervasi - Galvany, Barcelona",3 bed 196 m²  exterior with lift 
52,"1,095,000€","Flat / Apartment in La Dreta de l'Eixample, Barcelona",5 bed 283 m²  exterior with lift 
53,"1,450,000€","Flat / Apartment in L'Antiga Esquerra de l'Eixample, Barcelona",7 bed 295 m²  exterior with lift 
54,"320,000€","Flat / Apartment in El Camp de l'Arpa del Clot, Barcelona",3 bed 88 m² Floor 7 exterior with lift 
55,"225,000€","Flat / Apartment in La Bordeta, Barcelona",3 bed 74 m² Floor 1 exterior with lift 
56,"398,000€","Flat / Apartment in La Nova Esquerra de l'Eixample, Barcelona",4 bed 96 m² Floor 4  with lift 
57,"598,000€","Flat / Apartment in L'Antiga Esquerra de l'Eixample, Barcelona",4 bed 125 m² Floor 3 exterior with lift 
58,"64,000€","Studio flat in El Carmel, Barcelona",57 m² Ground floor exterior without lift 
59,"540,000€","Flat / Apartment in La Sagrada Família, Barcelona",3 bed 93 m² Floor 4 exterior with lift 
60,"295,000€","Flat / Apartment in Les Corts, Barcelona",2 bed 80 m² Floor 4 exterior with lift 
61,"1,800,000€","Flat / Apartment in La Dreta de l'Eixample, Barcelona",5 bed 234 m²  exterior with lift 
62,"255,000€","Flat / Apartment in calle de Lepant, NN, La Sagrada Família, Barcelona",4 bed 70 m² Floor 6 exterior with lift 
63,"250,000€","Flat / Apartment in calle de la Puríssima Concepció, El Poble Sec - Parc de Montjuïc, Barcelona",3 bed 95 m² Floor 3 exterior 
64,"195,000€","Flat / Apartment in calle de Josep Pla, NN, Provençals del Poblenou, Barcelona",4 bed 79 m² Floor 4 exterior with lift 
65,"135,000€","Flat / Apartment in calle de Dante Alighieri, El Carmel, Barcelona",3 bed 60 m² Floor 2 exterior without lift 
66,"224,000€","Duplex in calle de la Mineria, La Marina del Port, Barcelona",3 bed 77 m² Floor 5 exterior with lift 
67,"375,000€","Flat / Apartment in calle Padilla, El Baix Guinardó, Barcelona",5 bed 124 m² Floor 4 exterior with lift 
68,"295,000€","Flat / Apartment in calle de Josep Torres, Vila de Gràcia, Barcelona",1 bed 52 m² Floor 1 exterior with lift 
69,"990,000€","Flat / Apartment in calle de Còrsega, Barcelona, La Dreta de l'Eixample, Barcelona",4 bed 179 m² Mezzanine exterior with lift 
70,"560,000€","Flat / Apartment in rambla La, El Gòtic, Barcelona",2 bed 158 m² Floor 2 exterior without lift 
71,"189,000€","Flat / Apartment in rambla de Prim, La Verneda i la Pau, Barcelona",3 bed 91 m² Floor 5 exterior with lift 
72,"195,000€","Flat / Apartment in calle de Josep Pla, Diagonal Mar i el Front Marítim del Poblenou, Barcelona",4 bed 79 m² Floor 4 exterior with lift 
73,"1,350,000€","Penthouse in Sant Gervasi - Galvany, Barcelona",4 bed 329 m² Floor 8  with lift 
74,"475,000€","Flat / Apartment in calle de Còrsega, La Sagrada Família, Barcelona",3 bed 122 m² Floor 1 exterior with lift 
75,"978,000€","Flat / Apartment in calle Balmes, La Dreta de l'Eixample, Barcelona",10 bed 262 m² Floor 4 exterior with lift 
76,"250,000€","Flat / Apartment in calle de Martí Molins, La Sagrera, Barcelona",3 bed 77 m² Floor 4 exterior with lift 
77,"299,000€","Flat / Apartment in calle de Rocafort, La Nova Esquerra de l'Eixample, Barcelona",3 bed 81 m² Floor 2 exterior with lift 
78,"180,000€","Flat / Apartment in BISCAIA, Navas, Barcelona",3 bed 65 m² Floor 4 exterior with lift 
79,"310,000€","Flat / Apartment in calle de l'Equador, Les Corts, Barcelona",3 bed 86 m² Floor 2 exterior with lift 
80,"520,000€","Flat / Apartment in Pau Claris, La Dreta de l'Eixample, Barcelona",3 bed 130 m² Floor 3 exterior with lift 
81,"370,000€","Flat / Apartment in calle de Verdi, Vila de Gràcia, Barcelona",2 bed 95 m² Floor 4 exterior without lift 
82,"550,000€","Flat / Apartment in calle de Muntaner, Sant Gervasi - La Bonanova, Barcelona",3 bed 121 m² Floor 2 exterior with lift 
83,"650,000€","Flat / Apartment in balmes, 254, Sant Gervasi - Galvany, Barcelona",5 bed 160 m² Floor 3 exterior with lift 
84,"530,000€","Flat / Apartment in avenida de Sarrià, L'Antiga Esquerra de l'Eixample, Barcelona",5 bed 158 m² Floor 1 exterior with lift 
85,"415,000€","Flat / Apartment in La Nova Esquerra de l'Eixample, Barcelona",4 bed 112 m² Ground floor  without lift 
86,"318,000€","Flat / Apartment in La Teixonera, Barcelona",4 bed 125 m² Floor 1  without lift 
87,"320,000€","Flat / Apartment in calle de Sardenya, El Camp d'En Grassot i Gràcia Nova, Barcelona",4 bed 85 m² Floor 2 exterior with lift 
88,"319,000€","Flat / Apartment in calle de Sardenya, 463, El Camp d'En Grassot i Gràcia Nova, Barcelona",4 bed 85 m² Floor 2 exterior with lift 
89,"390,000€","Flat / Apartment in calle de Gomis, Vallcarca i els Penitents, Barcelona",4 bed 92 m² Mezzanine exterior with lift 
90,"319,000€","Flat / Apartment in calle de Sardenya, 506, El Baix Guinardó, Barcelona",3 bed 85 m² Floor 2 exterior with lift 
91,"650,000€","Penthouse in El Camp d'En Grassot i Gràcia Nova, Barcelona",2 bed 107 m² Floor 9  with lift 
92,"194,000€","Flat / Apartment in calle de Provença, La Sagrada Família, Barcelona",3 bed 56 m² Floor 3 exterior with lift 
93,"245,000€","Flat / Apartment in calle d'Amílcar, El Guinardó, Barcelona",4 bed 98 m² Floor 2 interior with lift 
94,"699,000€","Flat / Apartment in ronda de Sant Pere, La Dreta de l'Eixample, Barcelona",5 bed 183 m² Floor 4  with lift 
95,"540,000€","Flat / Apartment in nicaragua, 49, Sants, Barcelona",4 bed 127 m² Floor 7 exterior with lift 
96,"699,000€","Flat / Apartment in Passatge de Sant Pere, El Baix Guinardó, Barcelona",5 bed 183 m² Floor 4  without lift 
97,"1,260,000€","Flat / Apartment in calle de la Nena Casas, 73, Les Tres Torres, Barcelona",5 bed 285 m² Floor 1 exterior with lift 
98,"79,000€","Flat / Apartment in calle de Natzaret, 44, Sant Genís Dels Agudells - Montbau, Barcelona",2 bed 42 m² Ground floor exterior without lift 
99,"195,000€","Flat / Apartment in Sant Pau, El Raval, Barcelona",3 bed 77 m² Floor 3 exterior without lift 
100,"365,000€","Flat / Apartment in ronda de Sant Pau, Sant Antoni, Barcelona",4 bed 185 m² Floor 2 exterior with lift 
101,"419,000€","Flat / Apartment in calle de la Marina, La Sagrada Família, Barcelona",3 bed 96 m² Floor 4 exterior with lift 
102,"419,000€","Flat / Apartment in calle de la Marina, La Sagrada Família, Barcelona",3 bed 96 m² Floor 4  with lift 
103,"219,000€","Flat / Apartment in calle del Comandant Benítez, La Maternitat i Sant Ramon, Barcelona",4 bed 78 m² Floor 6 interior with lift 
104,"224,000€","Flat / Apartment in calle de Sant Quintí, El Guinardó, Barcelona",3 bed 65 m² Floor 2 exterior with lift 
105,"495,000€","Flat / Apartment in calle del Rector Ubach, Sant Gervasi - Galvany, Barcelona",4 bed 125 m² Floor 2 exterior with lift 
106,"655,000€","Flat / Apartment in ronda del General Mitre, 209, El Putxet i el Farró, Barcelona",5 bed 165 m² Floor 3 exterior with lift 
107,"409,000€","Flat / Apartment in calle de la Diputació, L'Antiga Esquerra de l'Eixample, Barcelona",3 bed 108 m² Floor 3 exterior with lift 
108,"530,000€","Flat / Apartment in Gran Via de les Corts Catalanes, El Fort Pienc, Barcelona",5 bed 157 m² Floor 4 exterior with lift 
109,"99,000€","Flat / Apartment in calle del Poeta Masifern, La Prosperitat, Barcelona",2 bed 48 m² Floor 1  without lift 
110,"140,000€","Flat / Apartment in Bartrina, 32, Sant Andreu, Barcelona",2 bed 80 m² Ground floor exterior without lift 
111,"395,000€","Flat / Apartment in numancia, 66, Les Corts, Barcelona",3 bed 80 m² Floor 3 exterior with lift 
112,"1,200,000€","Flat / Apartment in calle de Còrsega, La Dreta de l'Eixample, Barcelona",3 bed 180 m² Mezzanine exterior with lift 
113,"275,000€","Flat / Apartment in CASPE, El Fort Pienc, Barcelona",3 bed 94 m² Floor 1 exterior with lift 
114,"360,000€","Flat / Apartment in calle del Capità Arenas, Pedralbes, Barcelona",3 bed 70 m² Floor 3 exterior with lift 
115,"550,000€","Flat / Apartment in calle Gran de Gràcia, Vila de Gràcia, Barcelona",3 bed 118 m² Floor 3  with lift 
116,"255,000€","Flat / Apartment in Lepant y Córsega, NN, La Sagrada Família, Barcelona",3 bed 70 m² Floor 6 exterior with lift 
117,"239,000€","Flat / Apartment in calle de Sant Pere Màrtir, NN, Vila de Gràcia, Barcelona",2 bed 70 m² Floor 1 exterior without lift 
118,"209,000€","Flat / Apartment in calle del Comte Borrell, Sant Antoni, Barcelona",2 bed 56 m² Floor 5 interior with lift 
119,"595,000€","Flat / Apartment in calle d'Entença, La Nova Esquerra de l'Eixample, Barcelona",5 bed 155 m² Floor 5 exterior with lift 
120,"255,000€","Flat / Apartment in calle de Verdi, La Salut, Barcelona",3 bed 78 m² Ground floor exterior with lift 
121,"265,000€","Terraced house in San Manuel, 11, Vilapicina i la Torre Llobeta, Barcelona",4 bed 137 m² 
122,"380,000€","Flat / Apartment in avenida del Paral·lel, El Poble Sec - Parc de Montjuïc, Barcelona",3 bed 67 m² Floor 8  with lift 
123,"380,000€","Flat / Apartment in avenida del Paralelo, El Poble Sec - Parc de Montjuïc, Barcelona",3 bed 67 m² Floor 8 exterior with lift 
124,"205,000€","Flat / Apartment in calle de Casanova, L'Antiga Esquerra de l'Eixample, Barcelona",2 bed 58 m² Mezzanine interior with lift 
125,"233,000€","Flat / Apartment in Gran Via de les Corts Catalanes, Provençals del Poblenou, Barcelona",3 bed 74 m² Floor 1 exterior with lift 
126,"219,000€","Flat / Apartment in calle de Josep Estivill, Navas, Barcelona",3 bed 79 m² Floor 3 interior with lift 
127,"325,000€","Flat / Apartment in calle de la Independència, El Clot, Barcelona",4 bed 96 m² Floor 2 interior with lift 
128,"850,000€","Flat / Apartment in calle de la Canuda, El Gòtic, Barcelona",4 bed 212 m² Floor 2  with lift 
129,"249,000€","Studio flat in Arago, L'Antiga Esquerra de l'Eixample, Barcelona",63 m² Floor 6 exterior with lift 
130,"1,250,000€","Flat / Apartment in calle dels Cavallers, Pedralbes, Barcelona",4 bed 170 m² Floor 5  with lift 
131,"1,250,000€","Flat / Apartment in calle dels Cavallers, Pedralbes, Barcelona",4 bed 170 m² Floor 5 exterior with lift 
132,"1,800,000€","Flat / Apartment in calle de Muntaner, Sant Gervasi - Galvany, Barcelona",10 bed 491 m² Floor 1  with lift 
133,"375,000€","Flat / Apartment in calle de la Flor del Lliri, Sant Pere - Santa Caterina i la Ribera, Barcelona",2 bed 119 m² Floor 3  with lift 
134,"450,000€","Flat / Apartment in calle de València, L'Antiga Esquerra de l'Eixample, Barcelona",4 bed 92 m² Floor 2  with lift 
135,"500,000€","Flat / Apartment in via Augusta, El Putxet i el Farró, Barcelona",2 bed 114 m² Floor 8 exterior with lift 
136,"358,000€","Flat / Apartment in carme, El Raval, Barcelona",5 bed 100 m² Floor 4 exterior with lift 
137,"358,000€","Flat / Apartment in calle del Carme, El Raval, Barcelona",5 bed 100 m² Floor 4  with lift 
138,"1,060,000€","Flat / Apartment in ronda de Sant Pere, La Dreta de l'Eixample, Barcelona",6 bed 337 m² Floor 1  with lift 
139,"1,200,000€","Flat / Apartment in DIAGONAL, Les Corts, Barcelona",6 bed 289 m² Floor 2 exterior with lift 
140,"350,000€","Flat / Apartment in calle de Còrsega, El Camp d'En Grassot i Gràcia Nova, Barcelona",4 bed 88 m² Floor 5 exterior with lift 
141,"340,000€","Flat / Apartment in Casanova, L'Antiga Esquerra de l'Eixample, Barcelona",3 bed 69 m² Floor 2 exterior with lift 
142,"900,000€","Flat / Apartment in Sant Gervasi - Galvany, Barcelona",2 bed 143 m²  exterior with lift 
143,"699,000€","Flat / Apartment in ronda de Sant Pere, La Dreta de l'Eixample, Barcelona",5 bed 183 m² Floor 4 exterior with lift 
144,"340,000€","Flat / Apartment in calle dels Sagristans, 3, El Gòtic, Barcelona",4 bed 114 m² Floor 2 exterior with lift 
145,"375,000€","Flat / Apartment in plaza d'Artós, Sarrià, Barcelona",3 bed 93 m² Floor 1 exterior without lift 
146,"3,390,000€","House in Pedralbes, Barcelona",7 bed 716 m² 
147,"340,000€","Flat / Apartment in Constitucio, La Bordeta, Barcelona",4 bed 97 m² Floor 6 exterior with lift 
148,"1,220,000€","Flat / Apartment in Pedralbes, Barcelona",5 bed 145 m² Floor 1 exterior with lift 
149,"225,000€","Flat / Apartment in calle de Lope de Vega, 107, El Poblenou, Barcelona",3 bed 50 m² Floor 2 exterior with lift 
150,"463,000€","Flat / Apartment in madrid, 50, Sants - Badal, Barcelona",3 bed 120 m² Floor 6 exterior with lift 
151,"1,095,000€","Flat / Apartment in Pedralbes, Barcelona",5 bed 227 m² Ground floor exterior without lift 
152,"130,000€","Flat / Apartment in calle de Dante Alighieri, El Carmel, Barcelona",3 bed 55 m² Mezzanine exterior without lift 
153,"900,000€","Flat / Apartment in Sant Gervasi - Galvany, Barcelona",3 bed 143 m² Floor 1 exterior with lift 
154,"375,000€","Flat / Apartment in La Dreta de l'Eixample, Barcelona",4 bed 85 m² Floor 1  without lift 
155,"290,000€","Flat / Apartment in avenida de la República Argentina, El Putxet i el Farró, Barcelona",3 bed 62 m² Floor 4 exterior with lift 
156,"225,000€","Flat / Apartment in El Raval, Barcelona",2 bed 48 m²   with lift 
157,"235,000€","Flat / Apartment in Les Corts, Barcelona",2 bed 60 m²   without lift 
158,"1,350,000€","Flat / Apartment in Sarrià, Barcelona",7 bed 319 m² Floor 1 exterior with lift 
159,"615,000€","Flat / Apartment in Sant Gervasi - La Bonanova, Barcelona",3 bed 156 m² Ground floor  with lift 
160,"749,000€","Flat / Apartment in Sant Gervasi - Galvany, Barcelona",5 bed 210 m² Floor 1  with lift 
161,"1,100,000€","Flat / Apartment in Les Corts, Barcelona",8 bed 384 m² Floor 1  with lift 
162,"595,000€","Flat / Apartment in Vila de Gràcia, Barcelona",4 bed 196 m² Floor 1 exterior with lift 
163,"595,000€","Flat / Apartment in La Dreta de l'Eixample, Barcelona",4 bed 196 m² Floor 1 exterior with lift 
164,"562,000€","Flat / Apartment in Sant Gervasi - La Bonanova, Barcelona",3 bed 121 m² Floor 1 exterior with lift 
165,"370,000€","Flat / Apartment in La Nova Esquerra de l'Eixample, Barcelona",5 bed 106 m² Floor 2 exterior with lift 
166,"990,000€","Flat / Apartment in Sant Gervasi - La Bonanova, Barcelona",5 bed 246 m² Floor 1 exterior with lift 
167,"690,000€","Flat / Apartment in La Font d'En Fargues, Barcelona",3 bed 160 m² Floor 1  with lift 
168,"670,000€","Flat / Apartment in L'Antiga Esquerra de l'Eixample, Barcelona",4 bed 159 m² Floor 3  with lift 
169,"355,000€","Flat / Apartment in La Nova Esquerra de l'Eixample, Barcelona",3 bed 107 m² Floor 2  with lift 
170,"350,000€","Flat / Apartment in La Barceloneta, Barcelona",3 bed 60 m² Floor 3  with lift 
171,"350,000€","Flat / Apartment in Sant Pere - Santa Caterina i la Ribera, Barcelona",2 bed 100 m² Ground floor  with lift 
172,"199,000€","Flat / Apartment in calle de Concepción Arenal, Sant Andreu, Barcelona",3 bed 70 m² Floor 3 exterior with lift 
173,"130,000€","Flat / Apartment in Blanqueria, Sant Pere - Santa Caterina i la Ribera, Barcelona",2 bed 39 m² Floor 4 exterior without lift 
174,"900,000€","Flat / Apartment in Sant Gervasi - La Bonanova, Barcelona",5 bed 200 m² Floor 1  with lift 
175,"525,000€","Flat / Apartment in El Putxet i el Farró, Barcelona",4 bed 94 m² Floor 2  with lift 
176,"370,000€","Flat / Apartment in calle de Buenaventura Muñoz, El Parc i la Llacuna del Poblenou, Barcelona",4 bed 120 m² Floor 4 exterior with lift 
177,"450,000€","Penthouse in calle de Aragón, 250, La Dreta de l'Eixample, Barcelona",2 bed 93 m² Floor 7 exterior with lift 
178,"445,000€","Flat / Apartment in balmes, El Putxet i el Farró, Barcelona",3 bed 120 m² Floor 7 exterior with lift 
179,"255,000€","Flat / Apartment in avenida Meridiana, La Sagrera, Barcelona",4 bed 102 m² Floor 7 exterior with lift 
180,"299,000€","Penthouse in calle de Blesa, El Poble Sec - Parc de Montjuïc, Barcelona",2 bed 87 m² Floor 7 exterior with lift 
181,"210,000€","Flat / Apartment in calle de Aragón, La Sagrada Família, Barcelona",2 bed 47 m² Floor 4 exterior with lift 
182,"210,000€","Flat / Apartment in calle de Aragón, La Sagrada Família, Barcelona",2 bed 47 m² Floor 3 exterior with lift 
183,"250,000€","Flat / Apartment in calle de la Diputació, La Nova Esquerra de l'Eixample, Barcelona",3 bed 110 m² Ground floor interior without lift 
184,"255,000€","Flat / Apartment in calle de Sants, Hostafrancs, Barcelona",2 bed 83 m² Mezzanine exterior with lift 
185,"283,000€","Flat / Apartment in El raval, El Raval, Barcelona",4 bed 85 m² Floor 2 exterior without lift 
186,"260,000€","Flat / Apartment in calle de Cabanes, El Poble Sec - Parc de Montjuïc, Barcelona",3 bed 72 m² Floor 3 exterior with lift 
187,"495,000€","Penthouse in calle de Pàdua, 107, El Putxet i el Farró, Barcelona",3 bed 120 m² Floor 6 exterior with lift 
188,"375,000€","Flat / Apartment in calle de Nil Fabra, Vila de Gràcia, Barcelona",4 bed 88 m² Floor 1 exterior with lift 
189,"430,000€","Penthouse in calle del Capità Arenas, Pedralbes, Barcelona",3 bed 76 m² Floor 10 exterior with lift 
190,"160,000€","Duplex in calle d'En Sant Climent, El Raval, Barcelona",150 m² Ground floor exterior without lift 
191,"445,000€","Flat / Apartment in calle del Consell de Cent, La Dreta de l'Eixample, Barcelona",3 bed 104 m² Floor 2 exterior with lift 
192,"325,000€","Flat / Apartment in plaza de la Llibertat, Vila de Gràcia, Barcelona",2 bed 74 m² Floor 2 exterior without lift 
193,"1,950,000€","Flat / Apartment in Sant Gervasi - Galvany, Barcelona",10 bed 331 m²  exterior with lift 
194,"240,000€","Flat / Apartment in calle de Sant Lluís, Vila de Gràcia, Barcelona",3 bed 69 m² Floor 2 exterior with lift 
195,"1,050,000€","Flat / Apartment in calle de Balmes, Sant Gervasi - La Bonanova, Barcelona",5 bed 258 m² Floor 2 exterior with lift 
196,"292,300€","Flat / Apartment in calle del Rector Triadó, Barcelona, 84, Hostafrancs, Barcelona",4 bed 103 m² Floor 1 exterior with lift 
197,"378,000€","Flat / Apartment in Passatge de Massaguer, Barcelona, 8, El Poblenou, Barcelona",4 bed 93 m² Floor 2 exterior with lift 
198,"315,400€","Flat / Apartment in calle de Josep Torres, 14, Vila de Gràcia, Barcelona",1 bed 51 m² Floor 1  with lift 
199,"490,000€","Flat / Apartment in avenida de Josep Tarradellas, 138, L'Antiga Esquerra de l'Eixample, Barcelona",2 bed 81 m² Floor 5 interior without lift 
200,"265,000€","Flat / Apartment in Vallcarca i els Penitents, Barcelona",3 bed 72 m² Floor 2 exterior with lift 
201,"3,950,000€","Detached house in avenida del Tibidabo, 22, Sant Gervasi - La Bonanova, Barcelona",10 bed 690 m² 
202,"155,000€","Flat / Apartment in calle de les Semoleres, Sant Pere - Santa Caterina i la Ribera, Barcelona",2 bed 55 m² Floor 3 exterior without lift 
203,"365,000€","Penthouse in calle del Bruc, 116, La Dreta de l'Eixample, Barcelona",3 bed 70 m² Floor 8 exterior with lift 
204,"239,000€","Flat / Apartment in calle de Còrsega, La Sagrada Família, Barcelona",4 bed 90 m² Floor 2 exterior without lift 
205,"220,000€","Flat / Apartment in calle del Príncep Jordi, Hostafrancs, Barcelona",3 bed 64 m² Floor 2 exterior with lift 
206,"339,000€","Flat / Apartment in calle de Wellington, 7, El Parc i la Llacuna del Poblenou, Barcelona",4 bed 84 m² Floor 4 exterior with lift 
207,"140,000€","Flat / Apartment in calle de l'Argenter, Sant Pere - Santa Caterina i la Ribera, Barcelona",3 bed 58 m² Floor 3 exterior without lift 
208,"599,000€","Flat / Apartment in rambla de Catalunya, La Dreta de l'Eixample, Barcelona",3 bed 129 m² Floor 2 exterior with lift 
209,"290,000€","Flat / Apartment in avenida de la República Argentina, El Putxet i el Farró, Barcelona",3 bed 62 m² Floor 4  with lift 
210,"595,000€","Flat / Apartment in calle Turó de Monterols, Sant Gervasi - Galvany, Barcelona",4 bed 120 m² Floor 3 exterior with lift 
211,"335,000€","Flat / Apartment in El Gòtic, El Gòtic, Barcelona",4 bed 114 m² Floor 3 exterior without lift 
212,"430,000€","Flat / Apartment in Gran Via Carlos III, La Maternitat i Sant Ramon, Barcelona",4 bed 95 m² Floor 3 exterior with lift 
213,"410,000€","Flat / Apartment in paseo de Sant Joan, La Dreta de l'Eixample, Barcelona",4 bed 117 m² Floor 1 exterior with lift 
214,"288,000€","Flat / Apartment in calle de Tamarit, El Poble Sec - Parc de Montjuïc, Barcelona",3 bed 90 m² Floor 3 exterior with lift 
215,"395,000€","Flat / Apartment in calle Padilla, La Sagrada Família, Barcelona",4 bed 134 m² Floor 2 exterior without lift 
216,"375,000€","Flat / Apartment in calle Padilla, El Baix Guinardó, Barcelona",5 bed 124 m² Floor 3 exterior with lift 
217,"415,000€","Flat / Apartment in calle d'Entença, La Nova Esquerra de l'Eixample, Barcelona",4 bed 112 m² Floor 3  with lift 
218,"125,000€","Penthouse in calle de la Foradada, La Trinitat Vella, Barcelona",2 bed 76 m² Floor 4 exterior without lift 
219,"550,000€","Flat / Apartment in sarria, 36, Les Corts, Barcelona",4 bed 125 m² Floor 6 interior with lift 
220,"2,200,000€","Flat / Apartment in Av paseo de gracia, La Dreta de l'Eixample, Barcelona",7 bed 228 m² Floor 2 exterior with lift 
221,"485,000€","Flat / Apartment in Gran Via de les Corts Catalanes, 596, La Dreta de l'Eixample, Barcelona",3 bed 133 m² Floor 1 exterior with lift 
