,prices,address,description
676,"340,000€","Flat / Apartment in calle Bacardí 6 -, 8, Sants - Badal, Barcelona",2 bed 72 m² Floor 2 exterior with lift 
677,"435,000€","Flat / Apartment in calle Bacardí 6 -, 8, Sants - Badal, Barcelona",3 bed 92 m² Floor 2 exterior with lift 
678,"645,000€","Duplex in calle Bacardí 6 -, 8, Sants - Badal, Barcelona",3 bed 147 m²  exterior with lift 
679,"493,718€","Flat / Apartment in calle Bacardí 6 -, 8, Sants - Badal, Barcelona",3 bed 107 m² Floor 2 exterior with lift 
680,"282,000€","Flat / Apartment in calle Murcia, 22, Navas, Barcelona",2 bed 56 m² Floor 4 exterior with lift 
681,"272,000€","Flat / Apartment in calle Murcia, 22, Navas, Barcelona",2 bed 56 m² Floor 3 exterior with lift 
682,"286,000€","Flat / Apartment in calle Murcia, 22, Navas, Barcelona",2 bed 56 m² Floor 4 exterior with lift 
683,"268,000€","Flat / Apartment in calle Murcia, 22, Navas, Barcelona",2 bed 56 m² Floor 3 exterior with lift 
684,"1,210,000€","Flat / Apartment in calle del Rosari, 44, Les Tres Torres, Barcelona",2 bed 145 m² Ground floor exterior with lift 
685,"1,940,000€","Flat / Apartment in calle del Rosari, 44, Les Tres Torres, Barcelona",2 bed 198 m² Floor 1 exterior with lift 
686,"606,000€","Flat / Apartment in calle Perelló, 52, El Poblenou, Barcelona",3 bed 92 m² Floor 3 exterior with lift 
687,"690,000€","Flat / Apartment in calle Perelló, 52, El Poblenou, Barcelona",2 bed 92 m² Floor 2 exterior with lift 
688,"296,000€","Flat / Apartment in calle Perelló, 52, El Poblenou, Barcelona",2 bed 63 m² Ground floor exterior with lift 
689,"650,000€","Flat / Apartment in calle Perelló, 52, El Poblenou, Barcelona",2 bed 88 m² Floor 2 exterior with lift 
690,"398,000€","Flat / Apartment in calle Perelló, 52, El Poblenou, Barcelona",2 bed 76 m² Ground floor exterior with lift 
691,"328,000€","Flat / Apartment in calle Maragall, 219, El Guinardó, Barcelona",2 bed 61 m² Floor 2 exterior with lift 
692,"298,000€","Flat / Apartment in calle Maragall, 219, El Guinardó, Barcelona",2 bed 61 m² Floor 1 exterior with lift 
693,"408,000€","Flat / Apartment in calle Maragall, 219, El Guinardó, Barcelona",3 bed 85 m² Floor 1 exterior with lift 
694,"398,000€","Flat / Apartment in calle Maragall, 219, El Guinardó, Barcelona",2 bed 58 m² Floor 4 exterior with lift 
695,"348,000€","Flat / Apartment in calle Maragall, 219, El Guinardó, Barcelona",2 bed 61 m² Floor 3 exterior with lift 
